"id","lat","long"
"1000578 - Temple",49.702648,9.236975
"1000579 - Mithraeum (Ober-Florstadt)",50.325161,8.875741
"1000580 - Sanctuary (Heidenpütz)",49.84407,7.072406
"1000581 - Temple",50.356865,6.866581
"1000582 - Sanctuary of Mercury (Gangloff)",49.653168,7.706888
"1000583 - Temple of Mercury (Bingen)",49.966831,7.8924
"1000584 - Sanctuary",49.977505,6.526544
"1000585 - Temple of the Matronae",51.664839,6.444823
"1000586 - Temple area",50.218475,7.2154
"1000587 - Temple (Heidenkopf)",49.434444,7.288409
"1000588 - Temple (Lohrsdorf)",50.552776,7.193636
"1000589 - Spring Sanctuary Kasbruch",49.337135,7.213664
"1000590 - Mithraeum",51.659077,6.462894
"1000591 - Temple",50.775005,6.085007
"1000592 - Temple",48.411995,10.137369
"1000593 - (K)ein Mithrasheiligtum (Saalburg)",50.268448,8.568121
"1000594 - Mithraeum",49.90197,8.846936
"1000595 - Sanctuary",49.985161,8.180348
"1000596 - Brandopferplatz",48.047626,10.373531
"1000597 - Rosmerta-Tempel",50.439079,7.389761
"1000598 - Temple",49.841267,6.899114
"1000599 - Temple",49.863735,6.923764
"1000600 - Sironatempel",49.850479,7.291307
"1000601 - Temple of Mercury",49.785912,7.768484
"1000602 - Mithraeum",49.628971,7.806087
"1000603 - Temple",50.726795,7.085428
"1000604 - Mithraeum",50.084049,8.238866
"1000605 - Mithraeum",50.081806,8.977619
"1000606 - Forum Augusta Vindelicum",48.37579,10.900263
"1000607 - Temple",50.935829,6.581988
"1000608 - Heidentempel Kreuzweingarten",50.613701,6.79086
"1000609 - Tempelsäulen",50.001255,8.268003
"1000610 - Tempelreste",50.733246,7.100145
"1000611 - Temple Ulpia Noviomagus",51.367474,6.611528
"1000612 - Temple Ziegetsberg",48.99202,12.069141
"1000614 - Temple of Artemis Amarysia",38.3871,23.9089
"1000615 - Temple of Zeus",39.201218,29.609631
"1000616 - Temple of Jupiter",43.508341,16.439568
"1000617 - Temple of Bacchus",34.006143,36.203873
"1000618 - Temple of Venus",34.006021,36.20623
"1000619 - Temple of Artemis",32.281952,35.890922
"1000620 - Temple of Jupiter",32.276571,35.889929
"1000621 - Capitolium",36.422891,9.218169
"1000622 - Temple of Juno Caelestis",36.422903,9.215682
