id,lat,long
"379229SAkr - Akrocorinth (Korinthia)",37.892,22.8736
"379229SAph - Acrocorinth Aphrodite sanct. (Korinthia)",37.89174,22.87548
"379229SKra - Kraneion (Korinthia)",37.9046,22.8947
"379229WPei - Upper Peirene Fountain (Korinthia)",37.88935,22.87585
"379230HKen - Kenchreai (Korinthia)",37.8824,22.9925
"379230LDio - Diolkos (Korinthia)",37.95,22.9613
"379230LIst - Isthmus (Korinthia)",37.928,22.973
"379230LOne - Oneion Mt. (Korinthia)",37.87,22.97
"379230SIst - Isthmian Poseidon sanct. (Korinthia)",37.9159,22.9932
"379230UKro - Kromna (Korinthia)",37.904,22.952
"379230USch - Schoinous (Korinthia)",37.9192,23.0064
"379231IAsp - Aspis (Korinthia)",37.859,23.142
"379231USid - Sidous (Korinthia)",37.9161,23.0798
"379234HKry - Kryptos Limen (Aegina)",37.751,23.423
"379234XKyc - Myc. Palace exc. (Salamis)",37.9002,23.4119
"379235CEur - Euripides cave (Salamis)",37.8823,23.4523
"379235PSal - Salamis (Salamis)",37.952,23.5408
"379236BArs - Arsenal of Philon (Piraeus)",37.9398,23.6472
"379236HPei - Piraeus (Attica)",37.9394,23.6448
"379236IPsy - Psyttaleia (Attica)",37.942,23.588
"379236LAig - Aigaleos Mt. (Attica)",38.047,23.647
"379236LAmp - Amphiale cape (Attica)",37.979,23.573
"379236LKol - Kolias cape (Attica)",37.8945,23.717
"379236LKor - Korydallos Mt. (Attica)",37.995,23.632
"379236LKyn - Kynosoura cape (Salamis)",37.945,23.566
"379236UKan - Kantharos Limen (Piraeus)",37.942,23.642
"379236XEet - Eetioneia (Piraeus)",37.9465,23.6344
"379237DEuo - Euonymon (Attica)",37.9159,23.7414
"379237DHal - Halimous (Attica)",37.906,23.7321
"379237DPha - Phaleron (Attica)",37.9373,23.7062
"379237HMou - Mounichia (Piraeus)",37.938,23.658
"379237SMou - Artemis Mounychia (Piraeus)",37.9356,23.6592
"379237UPhr - Phreatto (Attica)",37.9384,23.6625
"379237WKep - Kephisos R. (Attica)",37.9442,23.6723
"379238DAix - Aixone (Attica)",37.8663,23.7549
"379238DHal - Halai Aixonides (Attica)",37.8523,23.77
"379238DKik - Kikynna (Attica)",37.9384,23.8393
"379238DSph - Sphettos (Attica)",37.905,23.834
"379238LHym - Hymettos Mt. (Athens)",37.946,23.815
"379238SOmb - Zeus Ombrios (Hymettus)",37.95247,23.81707
"379238SPro - Proopsios Apollo Altar (Attica)",37.9162,23.81466
"379239DHag - Hagnous (Attica)",37.8783,23.9379
"379239LPan - Paneion Mt. (Attica)",37.791,23.968
"379239RAtt - Attica region (Greece)",37.9,23.9
"379240DAng - Angele (Attica)",37.8987,23.9631
"379240DKyt - Kytherros (Attica)",37.9076,23.9843
"379240DMyr - Myrrinous (Attica)",37.8728,23.9679
"379240DPhi - Philaidai (Attica)",37.9289,23.9895
"379240DPra - Prasiai (Attica)",37.8652,24.0376
"379240DSte - Steiria (Attica)",37.8982,24.0107
"379240SBra - Artemis Brauronia sanct. (Attica)",37.9262,23.9937
"379241LKor - Koroneia cape (Attica)",37.874,24.042
"379245IMyr - Myrtos (Euboea)",37.938,24.52
"379247UGau - Gaurion (Andros)",37.8856,24.7376
"379273PEph - Ephesus (Ionia)",37.9419,27.3397
"379273UPhy - Pygela (Ionia)",37.8622,27.2637
"379274SEph - Ephesian Artemis T. (Ionia)",37.949,27.364
"379275UMag - Magnesia ad Maeandrum (Ionia)",37.853,27.526
"379278UTra - Tralleis (Caria)",37.8598,27.8354
"379279PLar - Larisa (Caria)",37.9055,27.8536
"379281ULei - Leimon (Caria)",37.9265,28.11
"379281UNys - Nysa/Athymbra (Caria)",37.9032,28.1455
"379285UAnt - Antiochia ad Maeandrum (Caria)",37.8735,28.5483
"379288UKar - Karoura (Phrygia)",37.927,28.805
"379291PHie - Hierapolis (Phrygia)",37.9175,29.1318
"379291WLyc - Lycus R. (Ionia)",37.8809,29.1001
"379325PIko - Ikonion (Cappadocia)",37.8728,32.4921
"380125UDre - Drepanum (Sicily)",38.0171,12.5178
"380126UEry - Eryx (Sicily)",38.04,12.588
"380129UEmp - Emporion Segestanon (Sicily)",38.02,12.8867
"380137UThe - Thermae Himeraeae (Sicily)",37.9852,13.6963
"380138PHim - Himera (Sicily)",37.9708,13.8225
"380140PCep - Cephaloedium (Sicily)",38.038,14.0247
"380143PHal - Halaesa (Sicily)",37.9982,14.2631
"380145UKal - Kale Akte (Sicily)",38.033,14.453
"380146UApo - Apollonia (Sicily)",38.0128,14.5975
"380214UMyr - Myrsinos/Myrtountion (Arkadia)",38.0126,21.4078
"380216LSko - Skollis Mt. (Achaia)",37.968,21.577
"380217PTri - Tritaia (Achaia)",37.959,21.687
"380218LEry - Erymanthos Mt. (Achaia)",37.9667,21.8333
"380219PLeo - Leontion (Achaia)",38.0304,21.9131
"380221SLou - Artemis Hemerasia T. (Achaia)",37.9719,22.1121
"380221UKyn - Kynaitha (Achaia)",38.033,22.128
"380222LAro - Aroania Mt. (Achaia)",37.974,22.207
"380222PNon - Nonakris (Achaia)",38.0189,22.255
"380222WSty - Styx R. (Achaia)",37.98,22.21
"380225PPel - Pellene (Korinthia)",38.0446,22.5384
"380227PSik - Sikyon (Korinthia)",37.984,22.712
"380227WHel - Helisson R. (Korinthia)",38.0115,22.7361
"380229RPei - Peiraion region (Korinthia)",38.04,22.9
"380229SHer - Perachora Heraion (Korinthia)",38.0281,22.8528
"380230FOin - Oinoe (Korinthia)",38.039,23.045
"380230UThe - Therme (Korinthia)",37.9803,22.9761
"380231LGer - Geraneia Mt. (Korinthia)",38.021,23.134
"380231UKro - Krommyon (Korinthia)",37.9292,23.1287
"380232FThy - Thyamia? (Korinthia)",37.9007,22.6815
"380232LSki - Skironian rocks (Korinthia)",37.9782,23.283
"380232UThr - Thryon? (Eleia)",37.64,21.48
"380233BThe - Theagenes Fountain (Megara)",37.9986,23.344
"380233FKar - Tomb of Kar (Megara)",37.9783,23.3307
"380233PMeg - Megara (Attica)",37.997,23.34285
"380233SZAp - Zeus Aphesios (Megara)",37.9844,23.2848
"380233UTri - Tripodiskoi (Attica)",38.02,23.22
"380234FBou - Boudoron (Attica)",37.9811,23.4219
"380234IMin - Minoa (Attica)",37.9786,23.3545
"380234UNis - Nisaia (Attica)",37.9764,23.364
"380235PEle - Eleusis (Attica)",38.0441,23.5415
"380235SAth - Athena Skiras sanct. (Salamis)",37.9834,23.5371
"380235SEle - Eleusinian Mysteries sanct. (Attica)",38.0411,23.538
"380236DEro - Eroiadai (Attica)",38.007,23.656
"380236DKet - Kettos (Attica)",38.0137,23.6238
"380236DKop - Kopros (Attica)",38.0478,23.5575
"380236DKor - Korydallos (Attica)",37.9857,23.6419
"380236DThy - Thymaitadai (Attica)",37.9675,23.6199
"380236SAph - Aphrodite T. (Attica)",38.0128,23.6161
"380237BAgo - Agoranomeion (Athens)",37.974,23.7269
"380237BAqu - Hadrianic Aqueduct (Athens)",37.9793,23.7415
"380237BDio - Dionysos Theatre (Athens)",37.9703,23.7278
"380237BHor - Horologion/Tower of the Winds (Athens)",37.97416,23.727
"380237BKyn - Kynosarges sanct. (Athens)",37.966,23.732
"380237BLyk - Lyceum (Athens)",37.974,23.7433
"380237BOde - Odeion of Herodes (Athens)",37.9708,23.7245
"380237BPal - Palladion sanct. (Athens)",37.94,23.69
"380237BPan - Panathenaic Stadium (Athens)",37.969,23.7404
"380237BPny - Pnyx (Athens)",37.9715,23.7193
"380237BSPo - Stoa Poikile (Athens)",37.97635,23.72265
"380237DAgr - Agryle Hypenerthen (Attica)",37.9607,23.7371
"380237DAlo - Alopeke (Athens)",37.95,23.75
"380237DBou - Boutadai (Athens)",37.9876,23.7104
"380237DDai - Daidalidai (Attica)",37.957,23.7499
"380237DDio - Diomeia (Athens)",37.9674,23.7343
"380237DEir - Eiresidai (Attica)",37.9978,23.7131
"380237DEpi - Epikephisia (Attica)",38.0013,23.7033
"380237DEri - Erikeia (Attica)",38.0028,23.7409
"380237DHer - Hermos (Attica)",38.014,23.644
"380237DKei - Keiriadai (Attica)",37.9729,23.7134
"380237DKer - Kerameikos (Athens)",37.9781,23.7188
"380237DKll - Kollytos (Attica)",37.967,23.726
"380237DKoi - Koile (Athens)",37.9695,23.7178
"380237DKol - Kolonos (Athens)",37.9991,23.7219
"380237DKyd - Kydathenaion (Athens)",37.974,23.7306
"380237DLak - Lakiadai (Attica)",37.9934,23.6996
"380237DLou - Lousia (Attica)",38.0005,23.6914
"380237DMel - Melite (Athens)",37.975,23.719
"380237DPer - Perithoidai (Attica)",37.996,23.6773
"380237DSka - Skambonidai (Athens)",37.979,23.726
"380237DXyp - Xypete (Attica)",37.95585,23.67584
"380237FDic - Gate VIII 'Diochares' (Athens)",37.97484,23.73225
"380237FDip - Dipylon (Athens)",37.9786,23.719
"380237FHip - Gate IX Hippades? (Athens)",37.9699,23.7334
"380237FPir - Piraic Gate (Athens)",37.9758,23.716
"380237FSac - Sacred Gate (Athens)",37.97806,23.71856
"380237GKMn - Tomb of Kimon  (Athens)",37.9697,23.7197
"380237LAre - Areiopagos (Athens)",37.972,23.723
"380237LLyk - Lykabettos Mt. (Athens)",37.982,23.744
"380237PAth - Athens (Attica)",37.9718,23.72793
"380237SAca - Academy of Plato (Athens)",37.992,23.707
"380237SAia - Aiakeion (Athens)",37.974264,23.72252
"380237SAkr - Athenian Acropolis (Athens)",37.9717,23.7257
"380237SArd - Ardettos (Athens)",37.97,23.7428
"380237SArt - Artemis Agrotera T. (Athens)",37.96753,23.73564
"380237SAsk - Asklepieion (Athens)",37.9708,23.7268
"380237SAth - Parthenon Athena T. (Athens)",37.9715,23.7271
"380237SDel - Delphinion (Athens)",37.9686,23.7329
"380237SEle - Eleusinion (Athens)",37.9735,23.7249
"380237SHep - Hephaisteion sanctuary (Athens)",37.9756,23.7214
"380237SLeo - Leokorion (Athens Agora)",37.97601,23.72256
"380237SMou - Heroon of Mousaios (Athens)",37.96764,23.72117
"380237SOly - Olympieion Zeus T. (Athens)",37.9694,23.7337
"380237SThe - Theseion (Athens)",37.9715,23.7241
"380237UAgr - Agrai (Athens)",37.966,23.736
"380237VPro - House of Proclus (Athens)",37.9698,23.7256
"380237WEri - Eridanos R. (Athens)",37.9784,23.7182
"380237WIli - Ilissos R. (Athens)",37.968,23.734
"380237XAgo - Agora of Athens (Athens)",37.975,23.723
"380237BOdP - Odeion of Pericles (Athens)",37.9706,23.7282
"380238DBat - Bate (Attica)",37.9942,23.7617
"380238DHes - Hestiaia (Attica)",38.007,23.8139
"380238DPal - Pallene (Attica)",38.0184,23.849
"380238DPhl - Phlya (Attica)",38.0263,23.8068
"380238SAth - Athena Pallenis T. (Attica)",38.0141,23.8444
"380239DErc - Erchia (Attica)",37.9536,23.91084
"380239DGar - Gargettos (Attica)",38.0165,23.8719
"380239DIon - Ionidai (Attica)",38.0286,23.9145
"380239DKon - Konthyle (Attica)",37.9588,23.9293
"380239DKyd - Kydantidai (Attica)",38.0474,23.8919
"380239DOai - Oai (Attica)",38.078,23.649
"380239DPai - Paiania Hypenerthen (Attica)",37.9585,23.8553
"380239DPam - Pambotadai (Attica)",38.0239,23.9109
"380239DTei - Teithras (Attica)",38.0048,23.9423
"380240DAra - Araphen (Attica)",38.02,24.0017
"380240DHal - Halai Araphenides (Attica)",37.9872,24.0045
"380240STau - Artemis Tauropolos T. (Attica)",37.9796,24.0089
"380243IPet - Petaliai (Euboea)",38,24.26
"380243UMar - Marmarion (Euboea)",38.049,24.3209
"380244PKar - Carystos (Euboea)",38.0165,24.4204
"380245HGer - Geraistos (Euboea)",37.977,24.539
"380245SGer - Geraistian Poseidon (Euboea)",37.9731,24.546
"380269IMyo - Myonnesos? (Ionia)",38.0459,26.8552
"380272PNot - Notion (Ionia)",37.992,27.194
"380272SKla - Klaros Apollo T. (Ionia)",38.0047,27.193
"380274LCor - Coressus Mt. (Ionia)",37.953,27.399
"380274WKau - Kauster R. (Ionia)",38.0305,27.4412
"380284UMas - Mastaura (Caria)",37.9504,28.3528
"380286UBri - Brioula (Phrygia)",37.9565,28.6407
"381132UHyk - Hykkara (Sicily)",38.16,13.17
"381134UPan - Panormus (Sicily)",38.118,13.363
"381135USol - Solous/Soluntum (Sicily)",38.09286,13.53176
"381147PHal - Haluntium (Sicily)",38.0719,14.7003
"381150PTyn - Tyndaris (Sicily)",38.1438,15.0441
"381151PAba - Abakainon (Sicily)",38.0563,15.102
"381156PRhe - Rhegion (Magna Graecia)",38.109,15.644
"381204IAst - Asteris (Kefallenia)",38.135,20.423
"381207LAin - Ainos Mt. (Kefallenia)",38.135,20.673
"381207SAin - Zeus Ainesios sanct. (Kefallenia)",38.1352,20.673
"381208PPro - Pronnoi (Kefallenia)",38.146,20.7767
"381214WLar - Larisos R. (Achaia)",38.139,21.412
"381216PAsc - Ascheion? (Achaia)",38.1,21.6
"381216PDym - Dyme (Achaia)",38.1446,21.5514
"381217PPha - Pharai (Achaia)",38.082,21.73
"381222PBou - Boura (Achaia)",38.1428,22.2044
"381224PAig - Aigeira (Korinthia)",38.1286,22.3777
"381224PPhe - Phelloe (Korinthia)",38.0775,22.4139
"381226UAri - Aristonautai (Korinthia)",38.0768,22.6357
"381230LOlm - Olmiai cape (Korinthia)",38.061,23.039
"381231WHal - Halkyonic Gulf (Korinthia)",38.12,23.07
"381232PAig - Aigosthena (Attica)",38.1473,23.2286
"381232PPag - Pagai (Attica)",38.0834,23.1884
"381233FEre - Ereneia? (Attica)",38.119,23.332
"381234LKer - Kerata Mt. (Attica)",38.044,23.415
"381234RSOr - Sacred Orgas region (Attica)",38.0918,23.3853
"381234WIap - Iapis R. (Attica)",38.015,23.443
"381235DAze - Azenia (Attica)",38.1478,23.5243
"381235DEla - Elaious (Attica)",38.0831,23.5327
"381236DKot - Kothokidai (Attica)",38.0975,23.5896
"381236DOex - Oe (Attica)",37.9141,23.8745
"381236DPhy - Phyle fortress (Attica)",38.14,23.637
"381236DPte - Ptelea (Attica)",38.018,23.723
"381236DThr - Thria (Attica)",38.0545,23.5923
"381236IPha - Pharmakoussai/Choirades (Attica)",37.999,23.56
"381236LThr - Thriasion plain (Attica)",38.07,23.59
"381236PDry - Drymos? (Attica)",38.2,23.4
"381236UEpa - Epakria region (Attica)",38.18,23.83
"381236WRhe - Rheitoi R. (Attica)",38.023,23.601
"381236XKol - Kolonos Hippios exc. (Athens)",37.995,23.715
"381237DAch - Acharnai (Attica)",38.0803,23.7332
"381237DCho - Cholargos (Attica)",38.0564,23.7391
"381237DEup - Eupyridai (Attica)",38.0665,23.7115
"381237DKro - Kropidai (Attica)",38.0897,23.6943
"381237DPai - Paionidai (Attica)",38.1231,23.7271
"381237DPel - Pelekes (Attica)",38.113,23.673
"381237FLei - 'Leipsydrion' fort (Attica)",38.12846,23.72386
"381238DAit - Aithalidai (Attica)",38.1093,23.7841
"381238DAth - Athmonon (Attica)",38.0551,23.8116
"381238DKep - Kephisia (Attica)",38.0851,23.8206
"381238DPrh - Pergase Hypenerthen (Attica)",38.0948,23.7937
"381238DSyp - Sypalettos (Attica)",38.0718,23.7598
"381239DAna - Anakaia (Attica)",38.141,23.8892
"381239DAph - Aphidna fortress (Attica)",38.1871,23.8792
"381239DHek - Hekale (Attica)",38.1345,23.9088
"381239DIka - Ikarion (Attica)",38.0956,23.9005
"381239DOio - Oion Dekeleikon (Attica)",38.1412,23.8664
"381239DPlo - Plotheia (Attica)",38.1264,23.8767
"381239DPro - Probalinthos (Attica)",38.1216,23.949
"381239DTri - Trinemeia (Attica)",38.0792,23.8529
"381239LPen - Pentelikon Mt. (Attica)",38.0807,23.8831
"381239UPen - Pentele (Attica)",38.0542,23.87
"381240DMar - Marathon (Attica)",38.1466,23.9701
"381240DPhe - Phegaia (Attica)",38.0698,23.9714
"381241LKyn - Kynosoura cape (Attica)",38.129,24.059
"381245LOch - Oche Mt. (Euboea)",38.059,24.461
"381245RHol - Koila region (Euboea)",38.14,24.46
"381260LPha - Phanai cape (Chios)",38.149,26.0127
"381266UKas - Kasystes (Ionia)",38.1484,26.5569
"381270PLeb - Lebedos (Ionia)",38.0779,26.9647
"381272PCol - Kolophon (Ionia)",38.111,27.141
"381273UMet - Metropolis (Ionia)",38.124,27.3245
"381293UMos - Mossyna (Phrygia)",38.0956,29.2986
"381302PApa - Apameia Kelainai (Phrygia)",38.073,30.174
"382133HHer - Hercte (Sicily)",38.196,13.269
"382147UAga - Agathyrnum (Sicily)",38.1641,14.749
"382152PMyl - Mylae (Sicily)",38.2194,15.2404
"382156PMes - Zancle/Messana (Sicily)",38.1923,15.5566
"382162PLoc - Locris (Italy)",38.216,16.229
"382204UPal - Pale (Kefallenia)",38.2226,20.4375
"382205UKra - Krane (Kefallenia)",38.1712,20.5222
"382206IKep - Kephallania (Kefallenia)",38.2,20.59
"382214LAra - Araxos cape (Achaia)",38.212,21.377
"382214UTei - Teichos Dymaion (Achaia)",38.1567,21.4033
"382216POle - Olenos (Achaia)",38.1537,21.6406
"382217BOde - Odeion of Patras (Achaia)",38.2433,21.7383
"382217PPat - Patrai (Achaia)",38.245,21.74
"382219RAch - Achaia region (Achaia)",38.2,21.9
"382220URhy - Rhypes sanct. (Achaia)",38.2197,22.0299
"382221PHel - Helike (Achaia)",38.2081,22.1424
"382221PKer - Keryneia (Achaia)",38.1604,22.1436
"382223PAig - Aigai (Achaia)",38.1454,22.3343
"382223WKra - Krathis R. (Achaia)",38.17,22.33
"382226WCor - Corinthian Gulf (Korinthia)",38.2,22.6
"382229PCho - Chorsiai (Boeotia)",38.2629,22.9126
"382230PSip - Siphai (Boeotia)",38.1899,23.0515
"382231UKre - Kreusis (Boeotia)",38.208,23.109
"382233LCit - Cithaeron Mt. (Boeotia)",38.185,23.2506
"382233PHys - Hysiai (Boeotia)",38.2224,23.3405
"382233PPla - Plataea (Boeotia)",38.2213,23.2733
"382233WGar - Gargaphia spring (Boeotia)",38.239,23.309
"382234DOin - Oinoe (Attica)",38.168,23.449
"382234FEle - Eleutherai fortress (Attica)",38.1797,23.3749
"382234PEry - Erythrai (Boeotia)",38.2358,23.4032
"382235FPan - Panakton (Attica)",38.1841,23.5059
"382237LPar - Parnes Mt. (Attica)",38.174,23.716
"382238DDek - Dekeleia (Attica)",38.151,23.794
"382239CPan - Marathon Pan Cave (Attica)",38.159,23.9314
"382239DOin - Oinoe (Marathon)",38.156,23.9327
"382239DSem - Semachidai (Attica)",38.1586,23.9103
"382240DEit - Eitea (Attica)",38.2027,23.9674
"382240DRha - Rhamnous deme fortress (Attica)",38.222,24.027
"382240DTri - Trikorynthos (Attica)",38.1609,24.0009
"382240RTet - Tetrapolis region (Attica)",38.16,23.96
"382240SNem - Rhamnous Nemesis T. (Attica)",38.2176,24.0268
"382240WMak - Makaria spring (Attica)",38.1601,24.0058
"382242PSty - Styra (Euboea)",38.1455,24.2607
"382259SPha - Phanai (Chios)",38.2164,25.9205
"382260VDot - Dotion castle (Chios)",38.1786,26.0109
"382264IHal - Halonessos (Ionia)",38.1948,26.4337
"382265UEry - Erythras (Ionia)",38.1673,26.514
"382266LKor - Corycos Mt. (Ionia)",38.167,26.588
"382267UAir - Airai (Ionia)",38.2045,26.6859
"382268PTeo - Teos (Ionia)",38.1717,26.7877
"382280UHyp - Hypaipa (Lydia)",38.275,27.955
"382281PDio - Dios Hieron (Lydia)",38.2276,28.0833
"382281PNik - Nikaia (Lydia)",38.1619,28.0884
"382282UKol - Koloe (Lydia)",38.2259,28.208
"383157LPel - Pelorias cape (Sicily)",38.267,15.651
"383157LSky - Scyllaeum cape (Magna Graecia)",38.255,15.715
"383204LNer - Neriton? Mt. (Kefallenia)",38.34,20.43
"383204UIth - Homeric Ithaca? (Ithaki)",38.453,20.643
"383207IIth - Ithaca (Ionian Islands)",38.34,20.71
"383207PSam - Same (Kefallenia)",38.2546,20.6589
"383211IOxe - Oxeiai (Achaia)",38.302,21.109
"383211WAch - Achelous R. (Aitolia)",38.3388,21.1067
"383213IArt - Artemita (Aitolia)",38.371,21.097
"383213IDol - Dolicha (Kefallenia)",38.36,20.72
"383213IEch - Echinades (Kefallenia)",38.43,21.02
"383218HPan - Panormos (Achaia)",38.3167,21.8167
"383218LAnt - Antirrhion cape (Aitolia)",38.327,21.7658
"383218LDre - Drepanon cape (Achaia)",38.338,21.85
"383218LRhi - Rhion cape (Achaia)",38.31,21.782
"383218UKau - Kaukones tribe (Achaia)",38,21.5
"383218WAme - Ameilichos R. (Achaia)",38.269,21.74
"383218WBol - Bolinaios R. (Achaia)",38.324,21.86
"383218WCha - Charadros R. (Achaia)",38.286,21.777
"383218WPei - Peiros R. (Achaia)",38.136,21.573
"383218WSel - Selemnos R. (Achaia)",38.302,21.798
"383218WTeu - Teutheas R. (Achaia)",38.14,21.565
"383220UEri - Erineos (Achaia)",38.3098,21.9933
"383221PAig - Aigion (Achaia)",38.252,22.09
"383222UOia - Oiantheia/Euantheia (Phokida)",38.345,22.1976
"383223WMei - Meiganitas R. (Achaia)",38.259,22.063
"383223WSel - Selinous R. (Achaia)",38.227,22.091
"383228PBou - Boulis (Boeotia)",38.28,22.81
"383228WKor - Koralios R. (Boeotia)",38.393,22.949
"383228WKri - Krios R. (Korinthia)",38.099,22.567
"383228WSyt - Sythas R. (Korinthia)",38.079,22.623
"383229UHip - Hippotai (Boeotia)",38.314,22.9
"383230PThi - Thisbai (Boeotia)",38.2564,22.972
"383230WHip - Hippokrene spring (Boiotia)",38.319,23.031
"383231SMus - Helikonian Muses (Boeotia)",38.3208,23.0587
"383231UAsk - Askra (Boeotia)",38.327,23.0739
"383231UDon - Donakon (Boeotia)",38.2715,23.093
"383231ULeu - Leuktra (Boeotia)",38.2647,23.1743
"383232PEut - Eutresis (Boeotia)",38.2697,23.2044
"383232PThe - Thespiai (Boeotia)",38.2935,23.1549
"383233FEle - Electran Gate (Boeotia)",38.3175,23.3201
"383233PPot - Potniai (Boeotia)",38.2999,23.3116
"383233PThe - Thebes (Boeotia)",38.3191,23.3178
"383233SIsm - Ismenian Apollo (Boeotia)",38.3164,23.3224
"383233SKab - Kabeirion (Boeotia)",38.318,23.255
"383233WAso - Asopos R. (Boeotia)",38.3016,23.5921
"383233WDir - Dirke (Boeotia)",38.3183,23.3143
"383233WOer - Oeroe R. (Boeotia)",38.207,23.116
"383233WTre - Trephia (Boeotia)",38.399,23.288
"383233XCad - Cadmeia exc. (Boeotia)",38.3209,23.3178
"383234PSko - Skolos (Boeotia)",38.3232,23.401
"383235UEil - Eilesion (Boeotia)",38.3022,23.5037
"383235USte - Stephon (Boeotia)",38.3276,23.5252
"383236PTan - Tanagra (Boeotia)",38.3074,23.5841
"383236UOin - Oinophyta (Boeotia)",38.3048,23.6309
"383237UDel - Delion sanct. (Boeotia)",38.34,23.6765
"383238LLel - Lelantine plain (Euboea)",38.44,23.66
"383238POro - Oropos (Attica)",38.3195,23.79
"383238SAmp - Amphiareion (Attica)",38.2911,23.8461
"383238UNes - Nesos? (Euboea)",38.5,23.8
"383238WLel - Lelantus R. (Euboea)",38.428,23.662
"383239UDel - Delphinion (Attica)",38.3086,23.8511
"383239UPsa - Psaphis (Attica)",38.2886,23.9173
"383242UZar - Zarex (Euboea)",38.2917,24.1908
"383243IAig - Aigilea (Euboea)",38.175,24.165
"383243RDry - Dryopes tribe (Euboea)",38.2,24.2
"383248LKap - Kaphereus cape (Euboea)",38.155,24.589
"383262LArg - Argennon cape (Ionia)",38.265,26.235
"383264UEmb - Embata (Ionia)",38.25,26.38
"383266UHyp - Hypokremnos (Ionia)",38.3273,26.6492
"383278UTem - Tempsis (Lydia)",38.3218,27.831
"383280WTor - Torrebia (Lydia)",38.3105,28.0259
"383281LTmo - Tmolus Mt. (Lydia)",38.3237,28.1016
"384159UMet - Metaurum (Calabria)",38.425,15.8999
"384166PKau - Kaulonia (Magna Graecia)",38.445,16.578
"384207UAla - Alalkomenai (Kefallenia)",38.3572,20.6773
"384212PNas - Nasos (Aitolia)",38.3606,21.199
"384212POin - Oiniadai (Aitolia)",38.4118,21.1948
"384214PNPl - Pleuron (Aitolia)",38.413,21.408
"384214PPle - Old Pleuron (Aitolia)",38.402,21.417
"384215PHal - Halikyrna (Aitolia)",38.3896,21.4848
"384215UKal - Calydon (Aitolia)",38.372,21.533
"384216UHyp - Chalkis/Hypochalkis (Aitolia)",38.3535,21.6314
"384216WEve - Euenos R. (Aitolia)",38.376,21.552
"384217LTap - Taphiassos Mt. (Aitolia)",38.362,21.683
"384217UMak - Makyneia (Aitolia)",38.355,21.726
"384218PMol - Molykreion? (Aitolia)",38.385,21.749
"384218UNau - Naupactus (Aitolia)",38.3997,21.8313
"384219UEup - Eupalion (Phokida)",38.4153,21.9197
"384220UOin - Oineon (Phokida)",38.4003,21.9936
"384220UPot - Poteidania (Phokida)",38.4401,22.011
"384221PHya - Hyaia? (Phokida)",38.4,22.1
"384221UAlo - Alpa (Phokida)",38.4232,22.1458
"384221UPol - Polis? (Phokida)",38.3848,22.0694
"384222ROzo - Ozolian Lokris region (Phokida)",38.4,22.2
"384222ULap - Laphron (Phokida)",38.4428,22.1605
"384223PTol - Tolophon (Phokida)",38.3768,22.2923
"384223PTri - Triteia (Phokida)",38.4045,22.3176
"384223UPha - Phaistinos (Phokida)",38.3726,22.2538
"384224PCha - Chaleion (Phokida)",38.378,22.3873
"384225PEch - Echedameia (Phokida)",38.441,22.528
"384225PKir - Kirrha (Phokida)",38.4296,22.4455
"384225UKri - Krisa (Phokida)",38.4712,22.469
"384226PAnt - Antikyra (Boeotia)",38.37296,22.6233
"384227PAmb - Ambrossos (Boeotia)",38.4296,22.663
"384227PMed - Medeon (Boeotia)",38.366,22.683
"384227PSti - Stiris (Boeotia)",38.385,22.757
"384227SDik - Artemis Diktynnaia sanct. (Boeotia)",38.4156,22.6555
"384228LHel - Helikon Mt. (Boeotia)",38.3528,22.8225
"384228PTra - Trachin (Boeotia)",38.3611,22.7799
"384229PLeb - Lebadeia (Boeotia)",38.4354,22.875
"384229SHer - Herakles Charops sanct. (Boeotia)",38.3799,22.9141
"384229SZeu - Zeus Basileus (Boeotia)",38.4305,22.8606
"384230FTil - Tilphosaion (Boeotia)",38.3663,22.9908
"384230PAla - Alalkomenai (Boeotia)",38.38,23.01
"384230PKor - Coronea (Boeotia)",38.3912,22.9571
"384230SApo - Apollo Tilphousios? sanct. (Boeotia)",38.3902,23.009
"384230SAth - Athena Itonia sanct. (Boeotia)",38.4128,22.9968
"384230UOka - Evangelistrias tower Okaleia? (Boeotia)",38.34662,23.04426
"384231PHal - Haliartos (Boeotia)",38.3787,23.088
"384231WCop - Copais lake (Boeotia)",38.4471,23.0687
"384232UMed - Medeon Kopais (Boeotia)",38.3866,23.167
"384232UOnc - Onchestos (Boeotia)",38.3622,23.1453
"384233RBoi - Boiotia region (Boeotia)",38.35,23.25
"384233UTra - Trapheia (Boeotia)",38.3869,23.2979
"384234SZeu - Zeus Hypatos sanct. (Boeotia)",38.3999,23.4114
"384234UGli - Glisas (Boeotia)",38.391,23.3955
"384234UPet - Peteon (Boeotia)",38.444,23.4121
"384234USch - Schoinos (Boeotia)",38.4274,23.3622
"384234UTeu - Teumessos (Boeotia)",38.3633,23.393
"384235PMyk - Mykalessos (Boeotia)",38.41,23.524
"384235UHar - Harma (Boeotia)",38.3884,23.4868
"384235UHel - Heleon (Boeotia)",38.355,23.481
"384236PPha - Pharai (Boeotia)",38.385,23.591
"384236UAul - Aulis (Euboea)",38.4335,23.5925
"384236UGra - Graia (Euboea)",38.386,23.629
"384237UArg - Argoura (Euboea)",38.4043,23.6632
"384238PEre - Eretria (Euboea)",38.3982,23.7905
"384239UAma - Amarynthos (Euboea)",38.387,23.9091
