1328,,,,,,,,,,,,,,,,,,
"Name","a","b","c","city","country","lat","long","source","vici_id","note","pleiades","dare","arach","livius","wikipedia","wikidata","Archis","http"
"Temple of Mithras (mithraeum)",,,," Santa Maria Capua Vetere","IT",41.080475,14.252097,"Vici.org",14779,"Mithraeum at Santa Maria Capua Vetere",,,,,,,,
"Tempio di Giove Cumae",,,," Monte di Cuma","IT",40.848991,14.05355,"Vici.org",14781,"Temple of Jupiter, Cumae",,,,,,,,
"Temple of Apollo Cumae",,,," Monte di Cuma","IT",40.848457,14.05351,"Vici.org",14782,"Temple of Apollo at Cumae",,,,,,,,
"Capitolium Cumae",,,," Monte di Cuma","IT",40.848488,14.057007,"Vici.org",14783,"Temple of Jupiter, Juno and Minerva at Cumae",,,,,,,,
"Temple of Augustus, Alexandria Troas",,,," ","TR",39.75164,26.158363,"Vici.org",14791,"Temple of Augustus at Alexandria Troas",,,,,,,,
"Klaros (Claros, lat. Clarus)",,,," ","TR",38.004971,27.192982,"Vici.org",14872,"Klaros, sanctuary of  Apollo Clarius.",599719,,,"place=clarus",,,,
"Temple of Artemis (Artemision), Ephesus",,,," ","TR",37.949749,27.363867,"Vici.org",14873,"Artemision, Ephesus",,,,,,,,
"Temple of Artemis, Magnesia ad Maeandrum",,,," ","TR",37.853214,27.527275,"Vici.org",14874,"Temple of Artemis, Magnesia ad Maeandrum",,,,,,,,
"Temple on the Kalkarberg",,,," Kalkar","DE",51.728806,6.285232,"Vici.org",14930,"Sanctuary of the local goddess Vagdavercustis",,,,,,,,
"Tempel (Miltenberg)",,,," Miltenberg","DE",49.702648,9.236975,"Vici.org",14991,"Tempel (Miltenberg)",,,,,,,,
"Temple of Hercules Victor",,,," Roma","IT",41.888763,12.480748,"Vici.org",15006,"Temple of Hercules Victor",,,,,,,,
"Temple of Venus and Roma",,,," Roma","IT",41.890812,12.490168,"Vici.org",15008,"Temple of Venus and Roma",,,,,,,,
"Temple of Divus Antoninus Pius and Diva Faustina",,,," Roma","IT",41.892105,12.486582,"Vici.org",15009,"Temple of Antoninus Pius and Faustina",,,,,,"Q752555",,
"Temple of Vesta",,,," Roma","IT",41.891792,12.486141,"Vici.org",15010,"Temple of Vesta",,,,,,,,
"Temple of Castor and Pollux",,,," Roma","IT",41.891773,12.485755,"Vici.org",15011,"Temple of Castor and Pollux",,,,,,"Q380530",,
"Temple of Saturn",,,," Roma","IT",41.892666,12.484187,"Vici.org",15012,"Temple of Saturn",,,,,,"Q746721",,
"Temple of Hadrian",,,," Roma","IT",41.899944,12.479404,"Vici.org",15032,"Temple of Hadrian, Rome",,,,,,,,
"Temple complex Castelnau-Montratier",,,," Castelnau-Montratier","FR",44.272472,1.294166,"Vici.org",15033,"Temple and a series of basins and pools",138277,17730,,,,,,
"Temple of Apollo Medicus Sosianus",,,," Roma","IT",41.892288,12.479697,"Vici.org",15038,"Temple of Apollo Medicus Sosianus, Rome",,,,,,,,
"Temple of Vespasian and Titus",,,," Roma","IT",41.892876,12.484081,"Vici.org",15042,"Temple of Vespasian and Titus, Roman Forum",,,,,,"Q731284",,
"Temple of Divus Romulus",,,," Roma","IT",41.891846,12.487166,"Vici.org",15044,"Temple of Divus Romulus, Rome",,,,,,,,
"Temple of Divus Iulius (Temple of Caesar)",,,," Roma","IT",41.89209,12.48598,"Vici.org",15048,"Temple of Divus Iulius, Rome",,,,,,"Q1133288",,
"Mitraeum (Ober-Florstadt)",,,," Florstadt","DE",50.325161,8.875741,"Vici.org",15079,"Mitraeum (Ober-Florstadt)",,,,,,,,
"Heiligtum (Heidenpütz)",,,," Morbach","DE",49.84407,7.072406,"Vici.org",15092,"Heiligtum (Heidenpütz)",,,,,,,,
"Altars, Lavinium",,,," ","IT",41.656677,12.477711,"Vici.org",15103,"Altars, Lavinium",,,,,,"Q3867790",,
"S. Miguel de Mota",,,," ","PT",38.64328,-7.44304,"Vici.org",15153,"S. Miguel de Mota",256429,37000,,,,,,
"Calanta",,,," ","PT",38.76722,-8.03341,"Vici.org",15154,"Santana do Campo, Arraiolos",256042,37145,,,,,,
"Cabeço de Fráguas",,,," ","PT",40.419579,-7.22432,"Vici.org",15250,"Cabeço de Fráguas",,40134,,,,,,
"Santuário da Ns. das Cabeças",,,," ","PT",40.339989,-7.41788,"Vici.org",15251,"Santuário da Ns. das Cabeças",,40135,,,,,,
"Sra. do Granja",,,," ","PT",40.05547,-7.25653,"Vici.org",15252,"Sra. do Granja",,40136,,,,,,
"Santuário da Sra. do Almortão",,,," Idanha a Nova","PT",39.907059,-7.17339,"Vici.org",15253,"Santuário da Sra. do Almortão",,40137,,,,,,
"Santuário de S. Pedro de Almuro",,,," ","PT",38.997742,-7.48622,"Vici.org",15254,"Santuário de S. Pedro de Almuro",,40138,,,,,,
"Fortuna",,,," Los Baños de Fortuna","ES",38.209648,-1.11363,"Vici.org",15389,"Los Baños",265899,36550,,,,,,
"Cerro de los Santos",,,," Montealegre del Castillo","ES",38.732769,-1.27022,"Vici.org",15394,"Cerro de los Santos, Montealegre del Castillo",265862,37001,,,"es=Cerro_de_los_Santos","Q5486840 ",,
"Cancho Roano, Zalamea de la Serena",,,," Zalamea de la Serena","ES",38.701099,-5.68604,"Vici.org",15498,"Cancho Roano, Zalamea de la Serena",,39956,,,"es=Cancho_Roano","Q2060316 ",,
"Tempel (Barweiler)",,,," Barweiler","DE",50.356865,6.866581,"Vici.org",15544,"Tempel (Barweiler)",,,,,,,,
"Los Cuadriales",,,," Burguillos del Cerro","ES",38.432659,-6.59005,"Vici.org",15552,"Los Cuadriales",256139,36995,,,,,,
"Merkur-Heiligtum (Gangloff)",,,," Waldgrehweiler","DE",49.653168,7.706888,"Vici.org",15553,"Merkur-Heiligtum (Gangloff)",,,,,,,,
"Mercuriustempel (Bingen)",,,," Bingen am Rhein","DE",49.966831,7.8924,"Vici.org",15671,"Mercuriustempel (Bingen)",,,,,,,,
"Heiligtum (Bitburg)",,,," Bitburg","DE",49.977505,6.526544,"Vici.org",15674,"Heiligtum (Bitburg)",,,,,,,,
"Matronentempel Xanten",,,," Xanten","DE",51.665062,6.444876,"Vici.org",15679,"Tempel voor de moedergodinnen",,,,,,,,
"Gallo-römische Tempelanlage (Brachtendorf)",,,," Dünfus","DE",50.218475,7.2154,"Vici.org",15681,"Gallo-römische Tempelanlage (Brachtendorf)",,,,,,,,
"Tempel (Heidenkopf)",,,," Breitenbach","DE",49.434444,7.288409,"Vici.org",15686,"Tempel (Heidenkopf)",,,,,,,,
"Labraunda",,,," ","TR",37.419052,27.819523,"Vici.org",15710,"Labranda was a sacred precinct",599745,,,"place=labraunda-ortakoy",,,,
"Santa Eulalia de Bóveda",,,," Lugo","ES",42.979946,-7.685923,"Vici.org",15822,"Santa Eulalia de Bóveda, sanctuary dedicated to the goddess Cybele.",236646,37167,,,"es=Santa_Eulalia_de_Bóveda","Q3284580 ",,
"Tempel (Lohrsdorf)",,,," Bad Neuenahr-Ahrweiler","DE",50.552776,7.193636,"Vici.org",16281,"Tempel (Lohrsdorf)",,,,,,,,
"Sanctuaire Drevant",,,," Drevant","FR",46.694786,2.520366,"Vici.org",16293,"Sanctuaire Drevant",,,,,,,,
"Djemila Septimien Temple",,,," Djemila","DZ",36.320759,5.736403,"Vici.org",16307,"Djemila Septimien Temple",,,,,,,,
"Templo di Apollo - Averno",,,," ","IT",40.839336,14.082209,"Vici.org",16310,"Lake Avernus was seen as an entrance to Hades.",,,,,,,,
"Fanum Bennecourt",,,," Bennecourt","FR",49.04372,1.570312,"Vici.org",16326,"A Gaul sanctuary that lasted through Roman times.",,,,,,,,
"Mons Seleucus",,,," La Bâtie-Montsaléon","FR",44.456219,5.748653,"Vici.org",16332,"Sanctuary Mons Seleucus",167836,,,,,,,
"Temple of Aphrodite, Cnidus",,,," ","TR",36.688972,27.373268,"Vici.org",16333,"Once famous for its beautiful statue of Aphrodite",,,,,,,,
"Gallo-römisches Quellheiligtum Kasbruch",,,," Neunkirchen","DE",49.337135,7.213664,"Vici.org",16336,"Gallo-römisches Quellheiligtum Kasbruch",,,,,,,,
"Nymphaeum Gennes",,,," Gennes","FR",47.337536,-0.232876,"Vici.org",16398,"Nymphaeum Gennes",,393910,,,,,,
"Jupiter Temple -Baalbek",,,," ","LB",34.00679,36.203289,"Vici.org",16415,"Jupiter Temple -Baalbek",,,,,,"Q14524645",,
"Venus Temple - Baalbek",,,," ","LB",34.006077,36.206234,"Vici.org",16416,"Venus Temple - Baalbek",,,,,,,,
"Mithraic Temple of Veterani Cave",,,," ","RO",44.597221,22.260313,"Vici.org",16536,"Mithraic Temple of Veterani Cave",,,,,,,,
"Nistos",,,," Bramevaque","FR",42.981285,0.537025,"Vici.org",16568,"Mont Sacon, Nistos / Sacoue",246520,18233,,,,,,
"Saint-Pé-d'Ardet",,,," Saint-Pé-d'Ardet","FR",42.983734,0.669335,"Vici.org",16569,"Saint-Pé-d'Ardet",,20154,,,,,,
"Saint-Plancard",,,," Saint-Plancard","FR",43.171619,0.576446,"Vici.org",16577,"Saint-Plancard",,20156,,,,,,
"Roquepertuse",,,," Velaux","FR",43.532394,5.27003,"Vici.org",16598,"Roquepertuse",148174,18076,,,,,,
"Vaugrenier",,,," Villeneuve-Loubet","FR",43.623562,7.128598,"Vici.org",16608,"Vaugrenier",157943,17386,,,,,,
"Rognes",,,," Rognes","FR",43.663326,5.347199,"Vici.org",16612,"Rognes",148169,18072,,,,,,
"Temple de Apollo",,,," Riez","FR",43.817055,6.088222,"Vici.org",16626,"Quatre colonnes antiques surmontées d'un entablement",,25098,,,,,,
"Puech Caut, Sainte-Eulalie-de-Cernon",,,," Sainte-Eulalie-de-Cernon","FR",43.970982,3.099904,"Vici.org",16632,"Puech Caut, Sainte-Eulalie-de-Cernon",,18276,,,,,,
"La Réole",,,," La Réole","FR",44.586464,-0.029494,"Vici.org",16660,"La Réole",,39399,,,,,,
"Fanum d'Aron",,,," Aurillac","FR",44.926109,2.440561,"Vici.org",16667,"Aron, Aurillac",138193,8396,,,,"Q3066668",,
"Le Combalou, Roquefort-sur-Soulzon",,,," Roquefort-sur-Soulzon","FR",43.974461,2.987631,"Vici.org",16700,"Le Combalou, Roquefort-sur-Soulzon",,19340,,,,,,
"Tour de Eysses",,,," Villeneuve-sur-Lot","FR",44.419743,0.721229,"Vici.org",16703,"Resten van een tempel",,,,,,,,
"Châtelet, Saint-Désirat",,,," Saint-Désirat","FR",45.249901,4.79432,"Vici.org",16715,"Châtelet, Saint-Désirat",,39298,,,,,,
"Temple, Brion",,,," Saint-Seurin-de-Cadourne","FR",45.282433,-0.838219,"Vici.org",16717,"Temple, Brion",,20175,,,,,,
"Sanctuaire Rajat, Murol",,,," Murol","FR",45.591797,2.948923,"Vici.org",16745,"Rajat, Murol",,20137,,,,,,
"Temple of Diana",,,," Aix-les-Bains","FR",45.688812,5.914636,"Vici.org",16758,"Temple of Diana",,,,,,,,
"Temple de Cybèle, Lyon",,,," Lyon","FR",45.759602,4.818432,"Vici.org",16770,"Temple de Cybèle, Lyon",,39462,,,,,,
"Temple of Hera - Paestum",,,," Laura","IT",40.419327,15.005457,"Vici.org",16774,"Temple of Hera - Paestum",,,,,,,,
"Temple of Poseidon - Paestum",,,," Paestum","IT",40.419971,15.005339,"Vici.org",16775,"Temple of Poseidon - Paestum",,,,,,,,
"Temple des Côtes de Clermont",,,," Blanzat","FR",45.806736,3.078307,"Vici.org",16776,"Temple des Côtes de Clermont",,,,,,,,
"Temple de Mercure, Puy de Dôme",,,," Orcines","FR",45.771854,2.964456,"Vici.org",16779,"Temple de Mercure, Puy de Dôme",138464,17715,,,,,,
"Temple Cassinomagus",,,," Chassenon","FR",45.849098,0.767463,"Vici.org",16795,"Temple Chassenon",,39339,,,,,,
"Puy Lautard",,,," Saint-Pardoux-Morterolles","FR",45.929768,1.869932,"Vici.org",16805,"Puy Lautard",138527,18100,,,,,,
"Puy-de-Joue, Saint-Goussaud",,,," Saint-Goussaud","FR",46.033264,1.569519,"Vici.org",16808,"Puy-de-Joue, Saint-Goussaud",138556,37144,,,,,,
"Chez Rigros, Saint-Pardoux",,,," Saint-Pardoux","FR",46.07193,1.3012,"Vici.org",16814,"Chez Rigros, Saint-Pardoux",,39297,,,,,,
"Sanctuaire gallo-romain de Mars Mullo",,,," Allonnes","FR",47.968758,0.166472,"Vici.org",16820,"Sanctuaire gallo-romain de Mars Mullo",,20731,,,,,,
"Masamas, Saint-Léomer",,,," Saint-Léomer","FR",46.399273,0.972868,"Vici.org",16834,"Masamas, Saint-Léomer",138451,17638,,,,,,
"Lac-d'Antre, Villards-d'Héria",,,," Villards-d'Héria","FR",46.415447,5.752648,"Vici.org",16835,"Lac-d'Antre, Villards-d'Héria",,39331,,,,,,
"Sanctuaire Tours Mirandes",,,," Vendeuvre-du-Poitou","FR",46.740105,0.293851,"Vici.org",16850,"Sanctuaire Tours Mirandes",,,,,,,,
"Les Fons Clairins, Uzay-le-Venon",,,," Uzay-le-Venon","FR",46.813335,2.411545,"Vici.org",16855,"Les Fons Clairins, Uzay-le-Venon",,20624,,,,,,
"Thaumiers",,,," Thaumiers","FR",46.81356,2.639874,"Vici.org",16856,"Thaumiers",138615,17703,,,,,,
"Le Bioulet, Pupillin",,,," Pupillin","FR",46.869949,5.7476,"Vici.org",16861,"Le Bioulet, Pupillin",,39459,,,,,,
"Sanctuaire d'Alléans - Baugy",,,," Baugy","FR",47.0793,2.749274,"Vici.org",16865,"Sanctuaire d'Alléans - Baugy",,,,,,,,
"La Touratte, Dun-sur-Auron",,,," Dun-sur-Auron","FR",46.903824,2.548355,"Vici.org",16868,"La Touratte, Dun-sur-Auron",,20622,,,,,,
"Pied de Bourges, Clion",,,," Clion","FR",46.946854,1.225093,"Vici.org",16874,"Pied de Bourges, Clion",,20503,,,,,,
"Sanctuaires Boncourt-le-Bois",,,," Boncourt-le-Bois","FR",47.139778,5.001985,"Vici.org",16892,"Sanctuaires Boncourt-le-Bois",,,,,,,,
"Fourneaux, Montreuil-Bellay",,,," Montreuil-Bellay","FR",47.102268,-0.08869,"Vici.org",16901,"Fourneaux, Montreuil-Bellay",138471,17457,,,,,,
"Temple, Chênehutte",,,," Chênehutte-Trèves-Cunault","FR",47.305702,-0.161236,"Vici.org",16920,"Temple, Chênehutte",,20780,,,,,,
"Villate, Neuvy-sur-Barangeon",,,," Neuvy-sur-Barangeon","FR",47.307056,2.297843,"Vici.org",16921,"Villate, Neuvy-sur-Barangeon",138484,20623,,,,,,
"Petit-Mars",,,," Petit-Mars","FR",47.390633,-1.468336,"Vici.org",16928,"Petit-Mars",138512,18115,,,,,,
"Temple antique, Tours",,,," Tours","FR",47.3936,0.68807,"Vici.org",16930,"Temple antique, Tours",,7874,,,,,,
"Sources de la Seine",,,," Poncey-sur-l'Ignon","FR",47.484905,4.719573,"Vici.org",16939,"Sources de la Seine",,20161,,,,,,
"Temple gallo-romain, Vannes",,,," Vannes","FR",47.671444,-2.750201,"Vici.org",16954,"Temple gallo-romain, Vannes",,39461,,,,,,
"Nal, La Vraie-Croix",,,," La Vraie-Croix","FR",47.700558,-2.505833,"Vici.org",16959,"Nal, La Vraie-Croix",,39101,,,,,,
"Moncelon, Briou",,,," Briou","FR",47.821045,1.476534,"Vici.org",16970,"Moncelon, Briou",138290,18151,,,,,,
"La Tour, Sablé-sur-Sarthe",,,," Sablé-sur-Sarthe","FR",47.83168,-0.353501,"Vici.org",16971,"La Tour, Sablé-sur-Sarthe",,20733,,,,,,
"Le Mur, Comblessac",,,," Comblessac","FR",47.845501,-2.099815,"Vici.org",16973,"Le Mur, Comblessac",,39457,,,,,,
"Craon, Montbouy",,,," Montbouy","FR",47.869492,2.828017,"Vici.org",16981,"Craon, Montbouy",138468,16983,,,,,,
"Ruines d'un vieux temple - Membrey",,,," Savoyeux","FR",47.5644,5.734408,"Vici.org",16983,"Ruines d'un vieux temple - Membrey",,,,,,,,
"Les Clairs Chênes, Faverolles",,,," Faverolles","FR",47.964176,5.222123,"Vici.org",16994,"Les Clairs Chênes, Faverolles",177521,17579,,,,,,
"Plombières-les-Bains",,,," Plombières-les-Bains","FR",47.965816,6.460263,"Vici.org",16995,"Plombières-les-Bains",,20759,,,,,,
"Clos du Détour, Pannes",,,," Pannes","FR",47.996143,2.676318,"Vici.org",16996,"Clos du Détour, Pannes",,20553,,,,,,
"La Furetière, Entrammes",,,," Entrammes","FR",47.998966,-0.705822,"Vici.org",16997,"La Furetière, Entrammes",,20737,,,,,,
"Bains-les-Bains",,,," Bains-les-Bains","FR",48.001415,6.26457,"Vici.org",16999,"Bains-les-Bains",,20760,,,,,,
"Bouexière, Bréal-sous-Montfort",,,," Bréal-sous-Montfort","FR",48.049622,-1.900603,"Vici.org",17005,"Bouexière, Bréal-sous-Montfort",,39091,,,,,,
"Trouguer, Cléden-Cap-Sizun",,,," Cléden-Cap-Sizun","FR",48.058224,-4.705246,"Vici.org",17006,"Trouguer, Cléden-Cap-Sizun",,39095,,,,,,
"Trogouzel, Douarnenez",,,," Douarnenez","FR",48.075298,-4.314423,"Vici.org",17009,"Trogouzel, Douarnenez",,39456,,,,,,
"Fanum Pithiviers-le-Vieil",,,," Pithiviers-le-Vieil","FR",48.163734,2.202981,"Vici.org",17014,"Pithiviers-le-Vieil",109248,20635,,,,,,
"Juillé",,,," Juillé","FR",48.244579,0.12194,"Vici.org",17022,"Juillé",,3650,,,,,,
"Oisseau-Le-Petit",,,," Oisseau-le-Petit","FR",48.346451,0.075101,"Vici.org",17025,"Oisseau-Le-Petit",69544,18166,,,,,,
"La Ferme d'Isle, Grisy-sur-Seine",,,," Grisy-sur-Seine","FR",48.433331,3.31667,"Vici.org",17029,"La Ferme d'Isle, Grisy-sur-Seine",,21014,,,,,,
"Deneuvre",,,," Deneuvre","FR",48.441734,6.73517,"Vici.org",17030,"Deneuvre",108922,1834,,,,,,
"Asile des Pêcheurs, Taden",,,," Taden","FR",48.471024,-2.011823,"Vici.org",17032,"Asile des Pêcheurs, Taden",,39092,,,,,,
"Les Grèves, La Villeneuve-au-Châtelot",,,," La Villeneuve-au-Châtelot","FR",48.549187,3.606701,"Vici.org",17036,"Les Grèves, La Villeneuve-au-Châtelot",,39451,,,,,,
"Nasium, temple",,,," Saint-Amand-sur-Ornain","FR",48.632435,5.386586,"Vici.org",17043,"Nasium, temple",,18748,,,,,,
"Wasserwald, Haegen",,,," Haegen","FR",48.713898,7.289902,"Vici.org",17048,"Wasserwald, Haegen",109026,20761,,,,,,
"La Butte Ronde, Saint-Forget",,,," Saint-Forget","FR",48.714252,1.984475,"Vici.org",17049,"La Butte Ronde, Saint-Forget",,20895,,,,,,
"Arnières-sur-Iton",,,," Arnières-sur-Iton","FR",48.999615,1.110515,"Vici.org",17064,"Arnières-sur-Iton",108757,18147,,,,,,
"Les Terres Noires, Épiais-Rhus",,,," Épiais-Rhus","FR",49.133663,2.085254,"Vici.org",17075,"Les Terres Noires, Épiais-Rhus",108962,18140,,,,,,
"Saint-Aubin-sur-Gaillon",,,," Saint-Aubin-sur-Gaillon","FR",49.148079,1.32437,"Vici.org",17077,"Saint-Aubin-sur-Gaillon",109305,18145,,,,,,
"Canetonum",,,," Berthouville","FR",49.173302,0.621389,"Vici.org",17079,"Berthouville",108852,18124,,,,,,
"Les Régales, Louviers",,,," Louviers","FR",49.246918,1.129583,"Vici.org",17081,"Les Régales, Louviers",,39455,,,,,,
"Mare-du-Puits, Oissel",,,," Oissel","FR",49.338657,1.049869,"Vici.org",17085,"Mare-du-Puits, Oissel",,39384,,,,,,
"Les Essarts, Grand-Couronne",,,," Grand-Couronne","FR",49.345848,1.021025,"Vici.org",17086,"Les Essarts, Grand-Couronne",,39385,,,,,,
"Estrées-Saint-Denis",,,," Estrées-Saint-Denis","FR",49.4259,2.644821,"Vici.org",17093,"Estrées-Saint-Denis",108968,2144,,,,,,
"Les Muguets, Songeons",,,," Songeons","FR",49.564636,1.835476,"Vici.org",17100,"Les Muguets, Songeons",109349,18132,,,,,,
"Ecâtelet, Saint-Maur",,,," Saint-Maur","FR",49.624222,1.906107,"Vici.org",17107,"Ecâtelet, Saint-Maur",,20259,,,,,,
"Le Catillon, Rouvroy-les-Merles",,,," Rouvroy-les-Merles","FR",49.656013,2.36636,"Vici.org",17111,"Le Catillon, Rouvroy-les-Merles",109289,17408,,,,,,
"Septeuil",,,," Septeuil","FR",48.897812,1.671292,"Vici.org",17124,"Septeuil",109339,16270,,,,,,
"Bois Titran, Caix",,,," Caix","FR",49.816505,2.646559,"Vici.org",17127,"Bois Titran, Caix",,26629,,,,,,
"Le Moulin, Fluy",,,," Fluy","FR",49.854774,2.10009,"Vici.org",17136,"Le Moulin, Fluy",108987,17409,,,,,,
"Cartigny",,,," Cartigny","FR",49.904331,3.01797,"Vici.org",17148,"Cartigny",,26636,,,,,,
"Bracquemont",,,," Bracquemont","FR",49.943413,1.123369,"Vici.org",17159,"Bracquemont",,26649,,,,,,
"Ribemont-sur-Ancre",,,," Ribemont-sur-Ancre","FR",49.96442,2.55404,"Vici.org",17166,"Ribemont-sur-Ancre",109278,17404,,,,,,
"Bailleul",,,," Bailleul","FR",50.033588,1.87157,"Vici.org",17178,"Bailleul",,26624,,,,,,
"Les Huit Journaux, Beauval",,,," Beauval","FR",50.132519,2.34789,"Vici.org",17188,"Les Huit Journaux, Beauval",,26626,,,,,,
"Petit fanum - Cocquerel",,,," Cocquerel","FR",50.05582,1.938265,"Vici.org",17190,"Ensemble d'enclos en de trous de poteaux autour un petit fanum",,,,,,,,
"Le Fief du Bac, Proyart",,,," Proyart","FR",49.887169,2.702727,"Vici.org",17191,"Fanum",,42228,,,,,,
"Seggauberg,Frauenberg,AT Tempel",,,," Seggauberg","AT",46.773994,15.523067,"Vici.org",17221,"Isis-Noreia Tempels",,,,,,,,
"Hemmaberg,AT",,,," Slovenjach","AT",46.553059,14.667523,"Vici.org",17223,"Gottheit Iovenat (oder Iouenat)",,,,,"de=Hemmaberg",,,
"Episkopi, Tempel,CY - CURIUM",,,," Episkopi","CY",34.672989,32.86364,"Vici.org",17252,"Tempel des Appolon Hylates",,,,,,,,
"Lindos,Tempel,GR - LINDUS",,,," Lindos","GR",36.091564,28.088745,"Vici.org",17270,"Tempel",,,,,,,,"http://www.rhodos-travel.com/akropolis.htm"
"Rhodos,Mount Attaviros,Temple,GR",,,," ","GR",36.209976,27.863789,"Vici.org",17276,"Zeus Temple",,,,,,,,
"Sedir Adası,Tempel,TR - CEDRAE",,,," ","TR",36.991451,28.207788,"Vici.org",17368,"Apollon Tempel",,,,,,,,
"Zeus Olbios Temple - Diocasearea",,,," ","TR",36.580582,33.924824,"Vici.org",17371,"Zeus Olbios Temple",,,,,,,,
"Mithräum Xanten",,,," Xanten","DE",51.659077,6.462894,"Vici.org",17413,"Mithräum Xanten",,,,,,,,
"Niha, Temple of Hadaranus",,,," ","LB",33.894657,35.962509,"Vici.org",17482,"Niha, Temple of Hadaranus",,,,,,,,
"Shahhat,Apollon Tempel,LT - CYRENIS COL.",,,," Shahat","LY",32.823521,21.852448,"Vici.org",17488,"Tempel",,,,"place=cyrene",,,,
"Santuario di Minerva di Breno",,,," ","IT",45.954277,10.284884,"Vici.org",17499,"Sanctuary of Minerva",,,,,,,,
"Alexandria,Serapeum,ET",,,," ","EG",31.182587,29.896938,"Vici.org",17583,"Serapeum",,,,"place=alexandria",,,,
"Alexandria,Serapeum,ET",,,," ","EG",31.182587,29.896938,"Vici.org",17583,"Serapeum",,,,"place=alexandria",,,,
"Tempel A Grumentum",,,," ","IT",40.283569,15.905277,"Vici.org",17600,"Tempel A Grumentum",,,,,,,,
"Tempel B Grumentum",,,," ","IT",40.283955,15.906185,"Vici.org",17601,"Tempel B Grumentum",,,,,,,,
"Tempel C Grumentum",,,," ","IT",40.285255,15.906856,"Vici.org",17602,"Tempel C Grumentum",,,,,,,,
"Tempel D Grumentum",,,," ","IT",40.285954,15.907481,"Vici.org",17603,"Tempel D Grumentum",,,,,,,,
"Frohnleiten,Kugelstein,AT",,,," Frohnleiten","AT",47.225567,15.336748,"Vici.org",17644,"Tempel",,,,,,,,
"Oratorio di Falaride",,,," ","IT",37.296696,13.58861,"Vici.org",17664,"Oratorio di Falaride",,,,,,,,
"Temple of Serapis, Emporiae",,,," L'Escala","ES",42.133911,3.121315,"Vici.org",17713,"Temple of Serapis, Emporiae",,,,,,,,
"Forum Temple, Emporiae",,,," L'Escala","ES",42.132835,3.117041,"Vici.org",17714,"Forum Temple, Emporiae",,,,,,,,
"Tempel 'Arcanua' - Buchten",,,," Born","NL",51.040234,5.805695,"Vici.org",17723,"Mogelijke tempel gewijd aan Arcanua.",,,,,,,,
"Tempio Demetra, Terraseo",,,," ","IT",39.20137,8.635581,"Vici.org",17725,"Tempio Demetra",,,,,,,,
"Erechtheion",,,," Athina","GR",37.972153,23.726458,"Vici.org",17741,"Erechtheion",,,,,,"Q242741",,
"Temple of Zeus",,,," Athina","GR",37.969067,23.733484,"Vici.org",17742,"Temple of Zeus",,,,,,,,
"Temple of Hephaestus",,,," Athina","GR",37.975685,23.721386,"Vici.org",17745,"Temple of Hephaestus",,,,,,,,
"Temple of Apollo, Corinth",,,," Archea Korinthos","GR",37.906101,22.879103,"Vici.org",17757,"Archaic Temple of Apollo, Corinth",,,,,,,,
"Temple E, Corinth",,,," Archea Korinthos","GR",37.904938,22.877851,"Vici.org",17758,"Temple E, Corinth - Temple of Octavia, the sister of Augustus.",,,,,,,,
"Temple of Apollo, Delphi",,,," ","GR",38.482307,22.501371,"Vici.org",17767,"Temple of Apollo, Delphi",,,,"place=delphi",,,,
"Tholos",,,," ","GR",38.480244,22.507875,"Vici.org",17770,"Tholos",,,,,,,,
"Temple of Asclepios, Epidaurus",,,," Epidavros","GR",37.598606,23.074436,"Vici.org",17777,"Asclepeion of Epidaurus. Doric Peripteros.",,,,,,,,
"Temple of Artemis, Epidaurus",,,," Epidavros","GR",37.598034,23.074764,"Vici.org",17782,"Temple of Artemis, Epidaurus",,,,,,,,
"Asclepeion, Messene",,,," ","GR",37.175476,21.920586,"Vici.org",17787,"Asclepeion, Messene",,,,,,,,
"Metroon, Olympia",,,," ","GR",37.638779,21.6308,"Vici.org",17793,"Metroon, Olympia - Greek temple dedicate to the mother godess.",,,,,,,,
"Temple of Hera, Olympia",,,," ","GR",37.637962,21.62863,"Vici.org",17797,"Temple of Hera, Olympia - heraion",,,,,,,,
"Heroon, Philippi",,,," ","GR",41.013329,24.283989,"Vici.org",17801,"Heroon, Philippi",,,,"place=philippi",,,,
"Sanctuary of Demeter, Dion",,,," ","GR",40.175426,22.493542,"Vici.org",17816,"Sanctuary of Demeter, Dion",,,,,,,,
"Temple of Isis, Dion",,,," ","GR",40.176235,22.495371,"Vici.org",17817,"Temple of Isis, Dion",,,,,,,,
"Telestèrion Eleusina",,,," Elefsina","GR",38.040867,23.538561,"Vici.org",17820,"Telestèrion Eleusina",,,,,,,,
"Plutonion, Eleusis",,,," Elefsina","GR",38.041515,23.538742,"Vici.org",17823,"Plutionium, Eleusis",,,,,,,,
"Temple of Sabina",,,," Elefsina","GR",38.041248,23.538685,"Vici.org",17824,"Temple of Sabina",,,,,,,,
"Temple of Faustina",,,," Elefsina","GR",38.041393,23.538439,"Vici.org",17825,"Temple of Faustina",,,,,,,,
"Temple of Artemis, Eleusina",,,," Elefsina","GR",38.042187,23.5392,"Vici.org",17827,"Temple of Artemis, Eleusina",,,,,,,,
"Palaimonion",,,," Kiras Vrisi","GR",37.915337,22.993256,"Vici.org",17828,"Palaimonion",,,,,,,,
"Perachora, Temple of Hera Akraia",,,," ","GR",38.028107,22.852371,"Vici.org",17841,"Heraion of Perachora",570288,,,,,,,
