1328,,,,,,,,,,,,,,,,,,
"Name","a","b","c","city","country","lat","long","source","vici_id","note","pleiades","dare","arach","livius","wikipedia","wikidata","Archis","http"
"Römischen Tempels von Château-Bas",,,," Vernègues","FR",43.681892,5.197178,"Vici.org",10684,"Römischen Tempels von Château-Bas",148046,18074,,,,"Q516783",,
"Apollo Tempel  (Riez)",,,," Riez","FR",43.817055,6.088223,"Vici.org",10697,"Apollo Tempel  (Riez)",,,,,,"Q1272940",,
"Heiligtum Alto da Vigia",,,," Colares","PT",38.824299,-9.47159,"Vici.org",10721,"Heiligtum Alto da Vigia",256172,36997,,,,,,
"Tempel Mirobriga Celticorum",,,," Santiago do Cacém","PT",38.010284,-8.683709,"Vici.org",10725,"Tempel Mirobriga Celticorum",,,,,,,,
"Tempel - Évora",,,," Évora","PT",38.572571,-7.907287,"Vici.org",10744,"Tempel - Évora",,,,,,"Q737441",,
"Forum Tempel Lugdunum Convenarum",,,," Saint-Bertrand-de-Comminges","FR",43.029804,0.573152,"Vici.org",10770,"Forum Tempel",,,,,,,,
"Römer Tempel Vic",,,," Vic","ES",41.929218,2.256823,"Vici.org",10779,"Römer Tempel Vic",,,,,,"Q2294240",,
"Tempel von Corduba",,,," Córdoba","ES",37.884762,-4.77628,"Vici.org",10794,"Tempel von Corduba",,,,,,"Q1106385",,
"Aegina",,,," ","GR",37.754364,23.53314,"Vici.org",10838,"AEGINA",,,,,,,,
"Temple of Zeus, Aizanoi",,,," ","TR",39.201126,29.609671,"Vici.org",10839,"AIZANOI Çavdarhisar",,,,,,,,
"Amphiareion of Oropos",,,," ","GR",38.2911,23.846115,"Vici.org",10859,"AMPHIAREION - Vth century BC temple.",,,,,"org/wiki/Amphiareion_of_Oropos",,,
"Tempio di Giove Anxur",,,," Terracina","IT",41.291225,13.25989,"Vici.org",10868,"Temple of Jupiter, Anxur",,,,,,"Q3983252",,
"APHAKA",,,," ","LB",34.068047,35.892784,"Vici.org",10871,"Spring of Adonis, Temple/Sanctuary",,,,,,,,
"APOSTOLI",,,," ","TR",38.69593,41.519806,"Vici.org",10874,"APOSTOLI",,,,,,,,
"Bassai",,,," ","GR",37.429653,21.900415,"Vici.org",10903,"BASSAE",570148,,,,,,,
"BOVIANUM VETUS",,,," ","IT",41.73999,14.386793,"Vici.org",10919,"BOVIANUM VETUS Pietrabbondante",,,,,,,,
"Sanctuary of Artemis at Brauron",,,," ","GR",37.926033,23.993488,"Vici.org",10922,"BRAURON",579879,,,,,"Q5193138",,
"Briga",,,," Eu","FR",50.021584,1.462042,"Vici.org",10923,"BRIGA Eu",108771,13746,,,,,,
"CAUNUS",,,," ","TR",36.825928,28.620623,"Vici.org",10944,"CAUNUS",,,,"place=kaunos",,,,
"Temple of Hera Lacinia",,,," ","IT",39.027336,17.204433,"Vici.org",10966,"Temple of Hera Lacinia",,,,,,,,
"Oracle of Apollo at Didyma",,,," ","TR",37.384827,27.256235,"Vici.org",11003,"DIDYMA",,,,,,,,
"Zeus Lepsinos at Euromus",,,," ","TR",37.374058,27.675213,"Vici.org",11029,"Zeus Lepsinos at Euromus",,,,"place=euromos",,,,
"Hosn Niha, Large Temple",,,," ","LB",33.907291,35.948402,"Vici.org",11060,"Hosn Niha, Large Temple",,,,,,,,
"Heraion, Temple of Hera",,,," ","GR",37.691998,22.775024,"Vici.org",11095,"Heraion, Temple of Hera",,,,,,,,
"HERAION",,,," ","GR",37.671848,26.885468,"Vici.org",11096,"HERAION",,,,,,,,
"Hagia Sophia",,,," ","TR",41.008553,28.97991,"Vici.org",11109,"Hagia Sophia",,,,"place=constantinople-istanbul/constantinople-photos/constantinople-church-of-divine-wisdom",,,,
"Temple of Poseidon, Isthmia",,,," Kiras Vrisi","GR",37.915871,22.993073,"Vici.org",11112,"Temple of Poseidon",,,,,,"Q1232123",,
"KABEIRION",,,," ","GR",38.318302,23.255119,"Vici.org",11121,"KABEIRION",,,,,,,,
"LEUKOTHEA",,,," Atskuri","GE",41.72422,43.166843,"Vici.org",11142,"LEUKOTHEA",,,,,,,,
"Temple of Despoina",,,," ","GR",37.389328,22.030321,"Vici.org",11150,"Temple of Despoina",,,,,,,,
"Tempel Augustus- Barcelona",,,," Barcelona","ES",41.383457,2.177197,"Vici.org",11187,"Tempel Augustus- Barcelona",,,,,,"Q3819019",,
"Temple complex Metapontum",,,," ","IT",40.383694,16.823549,"Vici.org",11201,"Temple complex Metapontum",,,,,,,,
"Temple at Machnaqa",,,," ","LB",34.09021,35.770336,"Vici.org",11251,"Machnaqa",,,,,,,,
"Oracle of Acheron, Nekromanteion",,,," ","GR",39.236221,20.534422,"Vici.org",11260,"Oracle of Acheron, Nekromanteion",,,,,,,,
"Temple complex Petromantalum",,,," Genainville","FR",49.120399,1.771297,"Vici.org",11313,"PETROMANTALUM Génainville",109004,18747,,,,,,
"Temple of Athena, Phigalia",,,," ","GR",37.39629,21.839109,"Vici.org",11316,"Temple of Athena, Phigalia",,,,,,,,
"Temple of Hercules - Philadelphia",,,," Amman","JO",31.953936,35.934868,"Vici.org",11317,"Temple of Hercules - Philadelphia",,,,,,,,
"Temple of Isis - Philae",,,," ","EG",24.02512,32.884468,"Vici.org",11318,"PHILAE",,,,,,,,
"Temple of Athena - Priene",,,," ","TR",37.659306,27.296576,"Vici.org",11332,"Temple of Athena - Priene",,,,,,"Q3983229",,
"Temple complex Samothrake",,,," ","GR",40.50069,25.529778,"Vici.org",11346,"Temple complex Samothrake",,,,,,"Q1791563",,
"Mars Tempel Corseul",,,," Corseul","FR",48.472012,-2.146052,"Vici.org",11360,"Mars Tempel Corseul",,20763,,,,,,
"Janus Tempel",,,," Autun","FR",46.96125,4.288465,"Vici.org",11367,"Janus Tempel",,207950,,,,"Q1526555",,
"Temple of Eshmun - Sidon",,,," ","LB",33.585548,35.398109,"Vici.org",11381,"Temple of Eshmun - Sidon-Saïda",,,,,,,,
"Temple of Poseidon‎ - Sounion",,,," ","GR",37.650242,24.024822,"Vici.org",11387,"Temple of Poseidon‎ - Sounion",,,,,,,,
"Slonta",,,," Suluntah","LY",32.592312,21.714148,"Vici.org",11396,"Slonta",,,,"place=slonta",,,,
"Sanctuaire nord de Châteaubleau",,,," Châteaubleau","FR",48.593163,3.109161,"Vici.org",11418,"Sanctuaire",108879,2130,,,,,,
"Ipet-sut - Karnak [Thebes]",,,," ","EG",25.716667,32.650002,"Vici.org",11423,"THEBES. Karnak in antiquity was the part of Thebes. Ipet-sut was the main sanctuary of Thebes.",,,,,,"Q189392",,
"THEODORIAS",,,," Qasr Libya","LY",32.631138,21.397621,"Vici.org",11425,"THEODORIAS Qasr Libya",,,,,,,,
"ZEUS DIKTAIOS",,,," ","GR",35.1954,26.275675,"Vici.org",11472,"ZEUS DIKTAIOS",,,,,,,,
"Nymphaeum Ziqua",,,," ","TN",36.387115,10.131102,"Vici.org",11473,"Nymphaeum Ziqua",,,,,,,,
"Temple of Diana - Emerita Augusta",,,," Mérida","ES",38.91658,-6.34435,"Vici.org",11493,"Temple of Diana - Emerita Augusta",,,,"place=augusta-emerita/augusta-emerita-photos/augusta-emerita-civic-forum",,,,
"Tempel Hadrian",,,," ","TR",40.387718,27.871098,"Vici.org",11496,"Tempel Hadrian",,,,,,,,
"Temple of Zeus Belos - Apamea",,,," ","SY",35.419083,36.401566,"Vici.org",11498,"Temple of Zeus Belos - Apamea",,,,,,,,
"Temple of the Tyche - Apamea",,,," ","SY",35.419449,36.40123,"Vici.org",11500,"Temple of the Tyche - Apamea",,,,,,,,
"Temple of Elagabal",,,," Roma","IT",41.889603,12.488894,"Vici.org",11503,"Temple of Elagabal Rome: Temple of Elagabal",,,,"place=rome/rome-photos/rome-temple-of-elagabal",,,,
"Temple of Athena - Assos",,,," ","TR",39.490612,26.337124,"Vici.org",11522,"Temple of Athena - Assos",,,,,,,,
"Parthenon",,,," Athina","GR",37.971561,23.726736,"Vici.org",11523,"Parthenon, the temple of Athena",,,,,,"Q10288",,
"Temple of Zeus - Cyrene",,,," Shahat","LY",32.822342,21.86278,"Vici.org",11538,"Temple of Zeus - Cyrene",,,,"place=cyrene",,,,
"Tempel Juno Caelestis - Dougga",,,," ","TN",36.422867,9.215671,"Vici.org",11586,"Tempel Juno Caelestis - Dougga",,,,,,"Q5397577",,
"Tempel Saturn - Dougga",,,," ","TN",36.425659,9.22037,"Vici.org",11588,"Tempel Saturn - Dougga",,,,,,"Q11951246",,
"Temple of Trajan (Trajaneum), Upper Acropolis",,,," ","TR",39.132816,27.183178,"Vici.org",11594,"Temple of Trajan, Acropolis Pergamon",,,,,,,,
"Temple of Venus Erycina - Segesta",,,," ","IT",37.941475,12.832296,"Vici.org",11596,"Temple of Venus Erycina - Segesta",,,,"place=segesta/segesta-temple",,,,
"Tempel of Apollo - Smintheum",,,," ","TR",39.536209,26.11775,"Vici.org",11599,"Smintheum: temple of Apollo Smintheus in the southwestern Troad. Gulpinar.",,,,"place=smintheum",,,,
"Temple of Portunus",,,," Roma","IT",41.889267,12.480874,"Vici.org",11602,"Temple of Portunus",,,,"place=rome/rome-photos/rome-temple-of-portunus",,,,
"Temple of Diana - Aricia",,,," ","IT",41.723934,12.710217,"Vici.org",11609,"Temple of Diana - Aricia",,,,"place=aricia",,,,
"Zwilling Tempel",,,," ","IT",42.639618,12.557378,"Vici.org",11625,"Zwilling Tempel",,,,,,,,
"Augusteum Narona",,,," Vid","HR",43.080395,17.627886,"Vici.org",11646,"Augusteum Narona",,,,,,,,
"Akropolis Populonia",,,," ","IT",42.988754,10.5092,"Vici.org",11649,"Akropolis Populonia",,,,,,,,
"Temple of Fortuna - Praeneste",,,," Palestrina","IT",41.838009,12.89152,"Vici.org",11650,"Temple of Fortuna - Praeneste",,,,,,,,
"Minerva Tempel - Assisi",,,," Assisi","IT",43.071224,12.614974,"Vici.org",11658,"Minerva Tempel - Assisi",,,,,,,,
"Red Basilica - Kızıl Avlu in Pergamon",,,," ","TR",39.121975,27.183403,"Vici.org",11751,"The temple was built in the time of Hadrian.",,,,,,"Q2168194",,
"Dionysius Tempel - Pergamun",,,," ","TR",39.132324,27.182581,"Vici.org",11753,"Dionysius Tempel - Pergamun",,,,,,,,
"Asklepieion (Pergamon)",,,," ","TR",39.11866,27.165253,"Vici.org",11754,"Asklepieion (Pergamon)",,,,,,"Q630373",,
"Temple of Demeter, Pergamon",,,," ","TR",39.127319,27.184004,"Vici.org",11756,"Temenos of Demeter",,,,,,,,
"Zeus Tempel Pergamon",,,," ","TR",39.131012,27.183977,"Vici.org",11761,"Zeus Tempel Pergamon",,,,,,"Q158058",,
"Temple of Asclepius - Butrint",,,," ","AL",39.745262,20.020187,"Vici.org",11763,"Temple of Asclepius",,,,,,,,
"Tempel der Venus Genetrix - Djemila",,,," Djemila","DZ",36.321846,5.735269,"Vici.org",11798,"Tempel der Venus Genetrix - Djemila",,,,,,,,
"Nymphaeum - Tipasa",,,," Tipasa","DZ",36.592636,2.442859,"Vici.org",11808,"Nymphaeum - Tipasa",,,,,,,,
"Capitol Uthina",,,," ","TN",36.604855,10.172497,"Vici.org",11820,"Capitol Uthina",,,,,,,,
"Saturn Tempel Colonia Julia Aurelia Commoda",,,," ","TN",36.401176,9.90662,"Vici.org",11823,"Saturn Tempel Colonia Julia Aurelia Commoda",,,,,,,,
"Capitolium Colonia Julia Aurelia Commoda",,,," ","TN",36.402157,9.903634,"Vici.org",11824,"Capitolium Colonia Julia Aurelia Commoda",,,,,,,,
"Merkur Tempe Colonia Julia Aurelia Commoda",,,," ","TN",36.401585,9.903683,"Vici.org",11827,"Merkur Tempe Colonia Julia Aurelia Commoda",,,,,,,,
"Ankara, Templum Augusti et Romae",,,," ","TR",39.944263,32.858391,"Vici.org",11828,"The Temple of Augustus and Rome - Ancyra",,,,,,"Q1640233",,
"Apollo Tempel",,,," ","TR",36.330669,29.289078,"Vici.org",11854,"Apollo Tempel",,,,,,,,
"Artemis Tempel",,,," ","TR",36.330753,29.288847,"Vici.org",11855,"Artemis Tempel",,,,,,,,
"Leto Tempel",,,," ","TR",36.330849,29.288639,"Vici.org",11856,"Leto Tempel",,,,,,,,
"Nymphaeum Letoon",,,," ","TR",36.330532,29.28824,"Vici.org",11857,"Nymphaeum Letoon",,,,,,,,
"Temple of Athena - Syracuse",,,," Siracusa","IT",37.05965,15.29354,"Vici.org",11869,"Temple of Athena - Syracuse. Part of the structure is incorporated in Siracusa Cathedral",,,,,,,,
"Temple of Apollo - Syracuse",,,," Siracusa","IT",37.063938,15.29297,"Vici.org",11870,"Temple of Apollo - Syracuse",,,,,,,,
"Tempel Cherre'",,,," Aubigné-Racan","FR",47.660496,0.235538,"Vici.org",11881,"Tempel Cherre'",,393800,,,,,,
"Tempel Zeus - Girasa",,,," Jerash","JO",32.276932,35.890419,"Vici.org",11888,"Tempel Zeus - Girasa",,,,,,,,
"Artemis Tempel - Gerasa",,,," Jerash","JO",32.281975,35.890835,"Vici.org",11889,"Artemis Tempel - Gerasa",,,,,,"Q2527347",,
"Temple of Antenociticus",,,," Newcastle upon Tyne","GB",54.976246,-1.662316,"Vici.org",11891,"Temple of Antenociticus, a local deity.",,,,,,,,
"Rudchester Mithraeum",,,," Heddon-on-the-Wall","GB",55.001537,-1.828939,"Vici.org",11895,"Rudchester Mithraeum",,,,,,"Q7376826 ",,"http://america.pink/rudchester-mithraeum_3828489.html"
"Jupiter Tempel - Damascus",,,," Damascus","SY",33.511467,36.305355,"Vici.org",11934,"Jupiter Tempel - Damascus",,,,,,"Q7698734",,
"Temple of Bel",,,," Palmyra","SY",34.547325,38.274155,"Vici.org",11937,"Temple of Bel",,,,"place=palmyra ",,"Q797481",,
"Tempeln Argentomagus",,,," Saint-Marcel","FR",46.599777,1.51518,"Vici.org",11950,"Tempeln Argentomagus",,,,,,,,
"Roman temple at Qsarnaba",,,," ","LB",33.913345,35.990585,"Vici.org",11956,"Roman temple at Qsarnaba",,,,"place=qsarnaba",,,,
"Roman temple complex Qasr Naous (Ain Aakrine)",,,," ","LB",34.289429,35.845654,"Vici.org",11957,"Roman temple complex Qasr Naous",,,,"place=ain-akrine-qasr-naous",,,,
"Roman temple at Bziza",,,," ","LB",34.269951,35.821579,"Vici.org",11958,"Roman temple at Bziza",,,,"place=bziza",,,,
"Temple of Diana - Alberese",,,," ","IT",42.672871,11.05109,"Vici.org",11973,"Temple of Diana - Alberese",,,,,,,,
"Tour de Vesone",,,," Périgueux","FR",45.179405,0.714345,"Vici.org",11979,"Tour de Vesone",,206160,,,,"Q3533474",,
"Augusteum, Antioch Pisidia",,,," ","TR",38.304203,31.191505,"Vici.org",12017,"Augusteum Antioch Pisidia",,,,,,,,
"Artemis Tempel Sardes",,,," ","TR",38.479168,28.031376,"Vici.org",12022,"Artemis Tempel Sardes",,,,,,,,
"Jupiter Tempel Seleucia",,,," ","TR",36.37307,33.921524,"Vici.org",12024,"Jupiter Tempel Seleucia",,,,,,,,
"Venta Silurum Temple",,,," Caerwent","GB",51.611427,-2.76737,"Vici.org",12217,"Venta Silurum Temple",,,,,,,,
"Temple Complex, Collyweston",,,," ","GB",52.593388,-0.51348,"Vici.org",12355,"Temple Complex, Collyweston",,,,,,,,
"Aquincum Mithraeum",,,," Budapest","HU",47.563797,19.05024,"Vici.org",12684,"Aquincum Mithraeum",,,,,,,,
"Housesteads Mithraeum",,,," ","GB",55.010197,-2.329075,"Vici.org",12801,"Housesteads Mithraeum",,,,,,,,
"Jordan Hill Romano-Celtic Temple",,,," Weymouth","GB",50.6376,-2.4271,"Vici.org",12845,"Jordan Hill Romano-Celtic Temple",,,,,,"Q6276614",,
"Fossa Sanguinis",,,," Neuss","DE",51.183834,6.717542,"Vici.org",12931,"""Fossa Sanguinis"" (Kybele-Kultstätte)",,,,,"de=Fossa_Sanguinis","Q1794981 ",,"http://www.neuss.de/tourismus/stadtportrait/sehenswertes/kybele-kultstaette "
"Zillis",,,," Zillis","CH",46.630917,9.440684,"Vici.org",13048,"Zillis",187632,4963,,,,,,
"Hüttenböschen, Mollis",,,," Weesen","CH",47.132065,9.097713,"Vici.org",13060,"Hüttenböschen, Mollis",187479,17291,,,,,,
"Ursins",,,," Ursins","CH",46.735397,6.668233,"Vici.org",13120,"Ursins",,38773,,,,,,
"Tronche-Bélon, Riaz",,,," Riaz","CH",46.648823,7.063729,"Vici.org",13121,"Tronche-Bélon, Riaz",,38778,,,,,,
"Mormont",,,," Eclépens","CH",46.657063,6.53801,"Vici.org",13122,"Mormont",,38781,,,,,,
"Bioggio",,,," Bioggio","CH",46.013638,8.906038,"Vici.org",13150,"Bioggio",,38817,,,,,,
"Bischofsmatt, Allmendingen, Thun",,,," Thun","CH",46.74588,7.5958,"Vici.org",13162,"Bischofsmatt, Allmendingen, Thun",,38832,,,,,,
"Maienbühl, Riehen",,,," Inzlingen","DE",47.594391,7.68094,"Vici.org",13164,"Maienbühl, Riehen",,38834,,,,,,
"Pfaffenlohweg, Riehen",,,," Riehen","CH",47.577541,7.641812,"Vici.org",13165,"Pfaffenlohweg, Riehen",,38835,,,,,,
"Porrentruy",,,," Porrentruy","CH",47.429684,7.076824,"Vici.org",13170,"Porrentruy",,38840,,,,,,
"Salen, Homburg",,,," Hörhausen","CH",47.645992,9.001674,"Vici.org",13172,"Salen, Homburg",,38848,,,,,,
"Chasseron, Bullet",,,," Bullet","CH",46.85059,6.53817,"Vici.org",13173,"Chasseron, Bullet",,38850,,,,,,
"Temple du Wolberg",,,," Arlon","BE",49.659225,5.849268,"Vici.org",13228,"Temple situé en bordure de la voie reliant Reims à Trêves.",,,,,,,,
"Schachadorf, Ried",,,," Schachadorf","AT",47.995556,14.038056,"Vici.org",13349,"Schachadorf, Ried",118932,26361,,,,,,
"Ulrichsberg",,,," Klagenfurt am Wörthersee","AT",46.701893,14.297432,"Vici.org",13350,"Ulrichsberg",,20767,,,,,,
"Mithraeum Kroisbach",,,," Mörbisch am See","AT",47.741207,16.656509,"Vici.org",13380,"Mithraeum Kroisbach",,26673,,,,,,
"Hohenstein, Liebenfels",,,," Hohenstein","AT",46.746387,14.296944,"Vici.org",13381,"Hohenstein, Liebenfels",,26780,,,,,,
"Georgenberg, Micheldorf",,,," Hinterburg","AT",47.873585,14.138084,"Vici.org",13393,"Georgenberg, Micheldorf",,38712,,,,,,
"Klaudianon - Serapeum (tempel)",,,," ","EG",26.81011,33.486492,"Vici.org",13425,"tempel - 30 BC - AD 300",766376,,,,,,,
"Mons Porphyrites - Tempel (Iseum West)",,,," ","EG",27.246582,33.298164,"Vici.org",13443,"Tempel - 30 BC - AD 640",766391,,,,,,,
"Mons Porphyrites - Tempel (Iseum Ost)",,,," ","EG",27.249918,33.301846,"Vici.org",13444,"Tempel - 30 BC - AD 640",766391,,,,,,,
"Mons Porphyrites - Tempel (Serapeum)",,,," ","EG",27.248529,33.301163,"Vici.org",13445,"Tempel - 30 BC - AD 640",766391,,,,,,,
"Temple of Nemesis at Porolissum",,,," Moigrad-Porolissum","RO",47.1777,23.15358,"Vici.org",13563,"Temple of Nemesis at Porolissum",,,,,,,,
"Temple of Jupiter Optimus at Porolissum",,,," Moigrad-Porolissum","RO",47.181271,23.157358,"Vici.org",13564,"Temple of Jupiter Optimus at Porolissum",,,,,,,,
"Temple of Liber Pater at Porolissum",,,," Moigrad-Porolissum","RO",47.183369,23.154568,"Vici.org",13566,"Temple of Liber Pater at Porolissum",,,,,,,,
"The Great Temple in Ulpia Traiana Sarmizegetusa",,,," Sarmizegetusa","RO",45.516304,22.788301,"Vici.org",13574,"The Great Temple in Ulpia Traiana Sarmizegetusa",,,,,,,,
"Temple of Nemesis at Ulpia Traiana Sarmizegetusa",,,," Sarmizegetusa","RO",45.516605,22.786631,"Vici.org",13575,"Temple of Nemesis at Ulpia Traiana Sarmizegetusa",,,,,,,,
"Temple of Venus  Baiae",,,," Bacoli","IT",40.816093,14.071485,"Vici.org",13916,"Temple",,,,,,,,
"Temple of Diana - Baiae",,,," Bacoli","IT",40.819092,14.070563,"Vici.org",13917,"Temple of Diana",,,,,,,,
"Mithraeum (Mundelsheim)",,,," Besigheim","DE",49.008961,9.210657,"Vici.org",13937,"Mithraeum (Mundelsheim)",,,,,,,,
"Temple - Caransebeș",,,," ","RO",45.454334,22.221172,"Vici.org",13947,"Temple - Caransebeș",,,,,,,,
"Mithraeum - Doștat",,,," Doștat","RO",45.970886,23.840998,"Vici.org",14013,"Altar dedicated to Invictus Sol, Deus Genitorie",,,,,,,,
"Mithraeum - Vințu de Jos",,,," Vințu de Jos","RO",45.994816,23.473213,"Vici.org",14014,"Mithraeum - Vințu de Jos",,,,,,,,
"Mithraeum of Micia",,,," ","RO",45.912224,22.811937,"Vici.org",14015,"Mithraeum of Micia",,,,,,,,
"Mithraeum of Ad Aquas",,,," Călan","RO",45.736656,22.99267,"Vici.org",14016,"Mithraeum of Ad Aquas",,,,,,,,
"Mithraeum of Dierna",,,," Orșova","RO",44.7243,22.392956,"Vici.org",14017,"Mithraeum of Dierna",,,,,,,,
"Mithraeum - Șard",,,," Șard","RO",46.122742,23.529076,"Vici.org",14018,"Mithraeum - Șard",,,,,,,,
"Temple of Silvanus",,,," Sarmizegetusa","RO",45.516193,22.787996,"Vici.org",14025,"Temple of Silvanus",,,,,,,,
"Mithaeum of Romula",,,," Reșcuța","RO",44.169586,24.399099,"Vici.org",14026,"Mithaeum of Romula",,,,,,,,
"Mithraeum - Slăveni",,,," Gostavățu","RO",44.090588,24.522896,"Vici.org",14027,"Mithraeum - Slăveni",,,,,,,,
"Mithraeum of Drobeta",,,," Drobeta-Turnu Severin","RO",44.625927,22.666224,"Vici.org",14028,"Mithraeum of Drobeta",,,,,,,,
"Temple at Ulpia Traiana Sarmizegetusa",,,," Sarmizegetusa","RO",45.517548,22.788231,"Vici.org",14034,"Temple at Ulpia Traiana Sarmizegetusa",,,,,,,,
"Temple of Liber Pater of Ulpia Traiana Sermizegetusa",,,," Sarmizegetusa","RO",45.517761,22.787407,"Vici.org",14035,"Temple of Liber Pater of Ulpia Traiana Sermizegetusa",,,,,,,,
"Temple of Liber Pater - Jac",,,," Jac","RO",47.17239,23.179028,"Vici.org",14040,"Temple of Liber Pater - Jac",,,,,,,,
"Chalcis ad Libanum, Majdel Anjar",,,," ","LB",33.712097,35.901745,"Vici.org",14193,"Chalcis ad Libanum, Majdel Anjar",,,,"place=majdel-anjar",,,,
"Umgangstempel (Langenau)",,,," Langenau","DE",48.496727,10.119792,"Vici.org",14194,"Umgangstempel (Langenau)",,,,,,,,
"Mithraeum Arnsburg",,,," Lich","DE",50.484314,8.78527,"Vici.org",14208,"Mithraeum Arnsburg",,,,,,,,
"Umgangstempel (Michaelsberg)",,,," Cleebronn","DE",49.03854,9.04568,"Vici.org",14218,"Umgangstempel (Michaelsberg)",,,,,,,,
"Bergheiligtum (Gengenbach)",,,," Gengenbach","DE",48.407143,8.020556,"Vici.org",14246,"Bergheiligtum (Gengenbach)",,,,,,,,
"Mithräum I (Güglingen)",,,," Güglingen","DE",49.06266,9.00468,"Vici.org",14249,"Mithräum I (Güglingen)",,,,,,,,
"Mitraeum I (Heidelberg)",,,," Heidelberg","DE",49.415855,8.679235,"Vici.org",14253,"Mitraeum I (Heidelberg)",,,,,,,,
"Mitraeum II (Heidelberg)",,,," Heidelberg","DE",49.413967,8.693815,"Vici.org",14254,"Mitraeum II (Heidelberg)",,,,,,,,
"Tempelanlage (Greinberg)",,,," Miltenberg","DE",49.692158,9.241514,"Vici.org",14395,"Tempelanlage (Greinberg)",,,,,,,,
"Gallo-römischer Umgangstempel (Orsingen)",,,," Orsingen-Nenzingen","DE",47.84251,8.939867,"Vici.org",14441,"Gallo-römischer Umgangstempel (Orsingen)",,,,,,,,
"Weihebezirk (Osterburken)",,,," Osterburken","DE",49.430134,9.425451,"Vici.org",14445,"Weihebezirk (Osterburken)",,,,,,,,
"Tempelbezirk Sumelocenna",,,," Rottenburg am Neckar","DE",48.478004,8.932575,"Vici.org",14452,"Tempelbezirk Sumelocenna",,,,,,,,
"Tempelbezirk I (Rottweil)",,,," Rottweil","DE",48.154785,8.64558,"Vici.org",14458,"Tempelbezirk I (Rottweil)",,,,,,,,
"Tempelbezirk II (Rottweil)",,,," Rottweil","DE",48.15276,8.645009,"Vici.org",14459,"Tempelbezirk II (Rottweil)",,,,,,,,
"Heiligtum (Schorndorf)",,,," Schorndorf","DE",48.814072,9.508077,"Vici.org",14465,"Heiligtum (Schorndorf)",,,,,,,,
"Temple of Alcántara",,,," Alcántara","ES",39.721661,-6.891493,"Vici.org",14476,"One of the only two Roman temples preserved nearly complete in Spain.",255966,25494,,,"en=Alcántara ","Q7362337 ",,
"Merkurheiligtum (Sauhag)",,,," Neuhausen auf den Fildern","DE",48.673996,9.293082,"Vici.org",14482,"Merkurheiligtum (Sauhag)",,,,,,,,
"Tempel (Unterböbingen)",,,," Böbingen an der Rems","DE",48.817959,9.92597,"Vici.org",14492,"Tempel (Unterböbingen)",,,,,,,,
"Heiligtum (St. Johann)",,,," Rheinstetten","DE",48.952354,8.365316,"Vici.org",14534,"Heiligtum (St. Johann)",,,,,,,,
"Temple gallo-romain d'Offemont",,,," Offemont","FR",47.658772,6.866085,"Vici.org",14562,"Temple gallo-romain d'Offemont",,170040,,,,,,
"Temple forêt Halatte",,,," Ognon","FR",49.242058,2.625384,"Vici.org",14563,"Temple forêt Halatte",335533616,18751,,,,,,
"Temple gallo-romain de Dax",,,," Dax","FR",43.709648,-1.052306,"Vici.org",14566,"Temple gallo-romain de Dax",,206190,,,,"Q3517676",,
"Sanctuaire gallo-romain de Margerides",,,," Margerides","FR",45.450756,2.426149,"Vici.org",14568,"Sanctuaire gallo-romain de Margerides",138447,16974,,,,,,
"Temple de Mercure de la forêt de Tannière",,,," Archettes","FR",48.131313,6.57349,"Vici.org",14571,"Sanctuaire gallo-romain de la forêt de Tannière",,20758,,,,,,
"Tour de Grisset",,,," Fréteval","FR",47.896442,1.183712,"Vici.org",14574,"Tour de Grisset",138623,18152,,,,,,
"Sanctuaire gallo-romain Donon",,,," Grandfontaine","FR",48.512527,7.164421,"Vici.org",14577,"Sanctuaire gallo-romain dédié à Teutatès-Mercure",,15774,,,,,,
"Temple - Cathédrale St Jean",,,," Alès","FR",44.123901,4.0761,"Vici.org",14586,"La cathédrale est édifiée sur l'emplacement d'un temple gallo-romain.",,,,,,,,
"Fanum - Civaux",,,," Civaux","FR",46.444412,0.664659,"Vici.org",14591,"Fanum - Civaux",,,,,,,,
"Tempel (Gemmrigheim)",,,," Gemmrigheim","DE",49.013542,9.176175,"Vici.org",14596,"Tempel (Gemmrigheim)",,,,,,,,
"Gresham Temple",,,," London","GB",51.515823,-0.094554,"Vici.org",14694,"A small rectangular Roman temple, excavated in 2007.",,,,,,,,
"Temple at Lydney Park",,,," ","GB",51.72089,-2.557966,"Vici.org",14695,"Temple to the Celtic deity Nodens, at Lydney Park",,,,,,,,
"Temple on summit of Maiden Castle",,,," ","GB",50.694893,-2.466946,"Vici.org",14697,"Temple on summit of Maiden Castle",,,,,,,,
"Minerva's shrine, Handbridge",,,," Chester","GB",53.184261,-2.889291,"Vici.org",14698,"A shrine dedicated to Minerva",,,,,,,,
"Temple of Hadrian, Ephesus",,,," ","TR",37.938564,27.341999,"Vici.org",14703,"Temple of Hadrian, Ephesus",,,,,,"Q2581040",,
"Grannum",,,," Grand","FR",48.383953,5.48573,"Vici.org",14743,"Temple dedicated to Apollo Grannus, representing both the Roman god Apollo \r\nand the god of the Gauls Grannus.",109016,7783,,,,,,
"Maryport Temple",,,," Maryport","GB",54.721737,-3.488338,"Vici.org",14761,"Maryport Temple, possibly a mithraeum.",,,,,,,,
